InventoryID,WarehouseID,ProductID,CurrentStock,ReorderPoint,SafetyStock
INV000640,WH008,SKU0059,3173,518,446
INV000641,WH008,SKU0079,2771,795,356
INV000642,WH008,SKU0002,428,908,373
INV000643,WH008,SKU0024,2741,167,218
INV000644,WH008,SKU0060,774,671,397
INV000645,WH008,SKU0117,3166,390,179
INV000646,WH008,SKU0028,0,994,126
INV000647,WH008,SKU0069,2730,183,348
INV000648,WH008,SKU0014,1158,458,208
INV000649,WH008,SKU0088,0,232,354
INV000650,WH008,SKU0076,694,417,336
INV000651,WH008,SKU0074,3085,758,455
INV000652,WH008,SKU0015,2690,932,115
INV000653,WH008,SKU0052,4312,195,380
INV000654,WH008,SKU0109,3468,620,235
INV000655,WH008,SKU0085,149,471,208
INV000656,WH008,SKU0036,1476,319,224
INV000657,WH008,SKU0116,3983,296,165
INV000658,WH008,SKU0089,1126,258,89
INV000659,WH008,SKU0048,2423,964,453
INV000660,WH008,SKU0063,828,619,444
INV000661,WH008,SKU0105,4421,955,428
INV000662,WH008,SKU0047,4313,138,388
INV000663,WH008,SKU0026,2758,997,442
INV000664,WH008,SKU0073,1073,711,242
INV000665,WH008,SKU0100,1263,266,142
INV000666,WH008,SKU0045,1356,838,274
INV000667,WH008,SKU0078,357,520,236
INV000668,WH008,SKU0049,0,554,362
INV000669,WH008,SKU0034,2334,870,433
INV000670,WH008,SKU0046,3677,339,323
INV000671,WH008,SKU0012,1959,416,464
INV000672,WH008,SKU0092,3842,955,149
INV000673,WH009,SKU0090,3013,794,342
INV000674,WH009,SKU0007,3609,572,443
INV000675,WH009,SKU0072,2308,896,245
INV000676,WH009,SKU0065,4119,640,264
INV000677,WH009,SKU0052,1327,936,152
INV000678,WH009,SKU0056,4953,241,496
INV000679,WH009,SKU0041,2048,153,378
INV000680,WH009,SKU0048,3936,995,240
INV000681,WH009,SKU0083,4542,205,414
INV000682,WH009,SKU0016,4226,971,113
INV000683,WH009,SKU0034,2335,185,440
INV000684,WH009,SKU0078,1313,379,280
INV000685,WH009,SKU0116,4205,250,475
INV000686,WH009,SKU0085,3583,193,163
INV000687,WH009,SKU0074,3695,457,63
INV000688,WH009,SKU0025,3398,154,252
INV000689,WH009,SKU0029,4112,482,170
INV000690,WH009,SKU0081,3163,183,241
INV000691,WH009,SKU0103,1839,128,213
INV000692,WH009,SKU0027,0,959,415
INV000693,WH009,SKU0058,2746,910,124
INV000694,WH009,SKU0032,1127,139,196
INV000695,WH009,SKU0046,3870,812,475
INV000696,WH009,SKU0069,1136,877,411
INV000697,WH009,SKU0039,3842,559,365
INV000698,WH009,SKU0059,43,181,59
INV000699,WH009,SKU0115,2096,320,477
INV000700,WH009,SKU0067,1224,661,422
INV000701,WH009,SKU0018,0,640,266
INV000702,WH009,SKU0082,910,894,197
INV000703,WH009,SKU0028,1946,408,112
INV000704,WH009,SKU0061,391,344,264
INV000705,WH009,SKU0117,3744,164,106
INV000706,WH009,SKU0100,4094,711,324
INV000707,WH009,SKU0030,134,747,313
INV000708,WH009,SKU0035,4710,347,417
INV000709,WH009,SKU0097,1176,398,269
INV000710,WH009,SKU0015,12,729,230
INV000711,WH009,SKU0063,1970,684,263
INV000712,WH009,SKU0042,1534,780,392
INV000713,WH009,SKU0017,701,636,234
INV000714,WH009,SKU0102,554,638,328
INV000715,WH009,SKU0093,4156,905,309
INV000716,WH009,SKU0073,4539,120,249
INV000717,WH009,SKU0071,3851,144,375
INV000718,WH009,SKU0049,0,482,179
INV000719,WH009,SKU0099,133,465,453
INV000720,WH009,SKU0060,553,453,173
INV000721,WH009,SKU0002,849,890,347
INV000722,WH009,SKU0077,2723,236,72
INV000723,WH009,SKU0054,0,659,223
INV000724,WH009,SKU0023,1434,950,448
INV000725,WH009,SKU0076,3806,812,295
INV000726,WH009,SKU0010,1493,930,119
INV000727,WH009,SKU0050,516,833,447
INV000728,WH009,SKU0088,0,137,200
INV000729,WH009,SKU0118,1651,144,455
INV000730,WH009,SKU0119,1634,142,211
INV000731,WH009,SKU0043,2540,627,253
INV000732,WH009,SKU0013,4448,584,179
INV000733,WH009,SKU0098,299,871,381
INV000734,WH009,SKU0011,1565,392,232
INV000735,WH009,SKU0086,391,986,385
INV000736,WH009,SKU0037,2719,379,113
INV000737,WH009,SKU0038,3014,547,254
INV000738,WH009,SKU0064,3602,495,223
INV000739,WH009,SKU0014,1530,608,404
INV000740,WH009,SKU0001,4075,476,458
INV000741,WH009,SKU0047,4253,373,460
INV000742,WH009,SKU0012,676,844,267
INV000743,WH009,SKU0020,646,540,358
INV000744,WH009,SKU0019,1478,658,200
INV000745,WH009,SKU0068,2631,205,90
INV000746,WH009,SKU0080,2686,776,201
INV000747,WH009,SKU0113,2510,556,358
INV000748,WH009,SKU0005,3490,270,403
INV000749,WH009,SKU0044,3636,459,278
INV000750,WH009,SKU0045,346,844,495
INV000751,WH009,SKU0087,2888,729,272
INV000752,WH009,SKU0026,2249,754,455
INV000753,WH009,SKU0008,469,176,393
INV000754,WH009,SKU0091,3327,472,312
INV000755,WH009,SKU0089,1310,131,123
INV000756,WH009,SKU0106,4977,794,450
INV000757,WH010,SKU0100,3589,135,114
INV000758,WH010,SKU0099,550,341,448
INV000759,WH010,SKU0102,3000,470,246
INV000760,WH010,SKU0113,4646,133,359
INV000761,WH010,SKU0080,1256,795,280
INV000762,WH010,SKU0019,3038,480,277
INV000763,WH010,SKU0021,629,687,120
INV000764,WH010,SKU0062,4337,475,253
INV000765,WH010,SKU0112,2575,765,192
INV000766,WH010,SKU0092,2044,216,63
INV000767,WH010,SKU0024,1524,611,315
INV000768,WH010,SKU0034,3170,675,110
INV000769,WH010,SKU0046,2144,893,183
INV000770,WH010,SKU0035,3655,319,363
INV000771,WH010,SKU0003,2339,810,301
INV000772,WH010,SKU0041,1639,225,119
INV000773,WH010,SKU0009,606,562,138
INV000774,WH010,SKU0103,3646,189,464
INV000775,WH010,SKU0044,2618,783,227
INV000776,WH010,SKU0030,531,663,327
INV000777,WH010,SKU0022,2378,407,485
INV000778,WH010,SKU0061,1290,828,413
INV000779,WH010,SKU0077,1426,912,235
INV000780,WH010,SKU0016,4167,329,112
INV000781,WH010,SKU0060,1646,911,121
INV000782,WH010,SKU0048,1939,909,302
INV000783,WH010,SKU0037,215,469,333
INV000784,WH010,SKU0058,4688,477,289
INV000785,WH010,SKU0028,4519,232,363
INV000786,WH010,SKU0049,706,167,208
INV000787,WH010,SKU0075,3261,834,418
INV000788,WH010,SKU0001,3921,638,260
INV000789,WH010,SKU0114,3354,943,344
INV000790,WH010,SKU0118,604,228,212
INV000791,WH010,SKU0071,607,560,288
INV000792,WH010,SKU0119,4238,452,115
INV000793,WH010,SKU0059,4516,755,350
INV000794,WH010,SKU0050,1490,886,116
INV000795,WH010,SKU0108,3544,614,494
INV000796,WH010,SKU0088,453,951,113
INV000797,WH010,SKU0094,4244,256,205
INV000798,WH010,SKU0090,1348,265,215
INV000799,WH010,SKU0117,1847,454,315
INV000800,WH010,SKU0074,2326,966,90
INV000801,WH010,SKU0011,2052,301,375
INV000802,WH010,SKU0020,4512,381,114
INV000803,WH010,SKU0107,2480,729,323
INV000804,WH010,SKU0093,765,614,378
INV000805,WH010,SKU0043,1381,706,347
INV000806,WH010,SKU0026,1263,275,387
INV000807,WH010,SKU0076,4957,445,481
INV000808,WH010,SKU0083,4617,142,472
INV000809,WH010,SKU0054,232,183,73
INV000810,WH010,SKU0091,4724,371,383
INV000811,WH010,SKU0095,0,885,342
INV000812,WH010,SKU0079,3412,732,377
INV000813,WH010,SKU0002,248,609,371
INV000814,WH010,SKU0045,4469,396,378
INV000815,WH010,SKU0012,2474,594,175
INV000816,WH010,SKU0004,3326,404,282
INV000817,WH010,SKU0069,597,805,80
INV000818,WH010,SKU0065,1294,550,262
INV000819,WH010,SKU0073,3966,575,154
INV000820,WH010,SKU0008,2786,721,123
INV000821,WH010,SKU0082,0,982,417
INV000822,WH010,SKU0087,2615,851,490
INV000823,WH010,SKU0056,2829,508,116
INV000824,WH010,SKU0052,3035,627,337
INV000825,WH010,SKU0047,869,426,173
INV000826,WH010,SKU0031,3821,225,186
INV000827,WH010,SKU0013,3683,353,122
INV000828,WH010,SKU0081,793,151,198
INV000829,WH010,SKU0005,3146,984,365
INV000830,WH010,SKU0010,3425,354,493
INV000831,WH010,SKU0101,1308,933,217
INV000832,WH010,SKU0068,4732,838,210
INV000833,WH010,SKU0085,1555,881,131
INV000834,WH010,SKU0055,0,627,289
INV000835,WH010,SKU0084,4085,1000,207
INV000836,WH010,SKU0057,4074,123,96
INV000837,WH010,SKU0110,3221,617,284
INV000838,WH010,SKU0086,1972,320,348
INV000839,WH010,SKU0036,0,149,75
INV000840,WH010,SKU0027,2304,606,355
INV000841,WH011,SKU0092,3855,392,324
INV000842,WH011,SKU0099,66,967,105
INV000843,WH011,SKU0062,3530,237,185
INV000844,WH011,SKU0065,2996,882,256
INV000845,WH011,SKU0084,2997,146,255
INV000846,WH011,SKU0006,419,683,337
INV000847,WH011,SKU0080,1594,471,333
INV000848,WH011,SKU0108,2364,175,247
INV000849,WH011,SKU0103,4130,561,441
INV000850,WH011,SKU0011,4504,386,472
INV000851,WH011,SKU0036,973,231,99
INV000852,WH011,SKU0098,3226,482,456
INV000853,WH011,SKU0031,2777,671,237
INV000854,WH011,SKU0112,0,303,358
INV000855,WH011,SKU0081,4170,511,306
INV000856,WH011,SKU0012,329,146,69
INV000857,WH011,SKU0027,1122,830,220
INV000858,WH011,SKU0076,3880,631,283
INV000859,WH011,SKU0005,1220,720,313
INV000860,WH011,SKU0113,1145,435,363
INV000861,WH011,SKU0085,2609,266,251
INV000862,WH011,SKU0037,2451,707,222
INV000863,WH011,SKU0042,4155,948,310
INV000864,WH011,SKU0039,4360,601,412
INV000865,WH011,SKU0095,4611,406,293
INV000866,WH011,SKU0048,136,477,219
INV000867,WH011,SKU0089,897,526,348
INV000868,WH011,SKU0069,2520,915,421
INV000869,WH011,SKU0050,218,711,292
INV000870,WH011,SKU0044,0,771,450
INV000871,WH011,SKU0086,4738,691,166
INV000872,WH011,SKU0046,420,697,295
INV000873,WH011,SKU0116,1396,636,372
INV000874,WH011,SKU0102,3114,251,470
INV000875,WH011,SKU0010,1984,132,343
INV000876,WH011,SKU0058,900,295,59
INV000877,WH011,SKU0003,3612,421,264
INV000878,WH011,SKU0109,1240,522,403
INV000879,WH011,SKU0008,1670,520,306
INV000880,WH011,SKU0111,3863,993,484
INV000881,WH011,SKU0004,510,822,120
INV000882,WH011,SKU0097,4249,312,337
INV000883,WH011,SKU0094,2662,778,294
INV000884,WH011,SKU0107,4304,485,210
INV000885,WH011,SKU0096,1418,570,322
INV000886,WH011,SKU0014,2804,659,231
INV000887,WH011,SKU0066,2165,724,297
INV000888,WH011,SKU0018,1575,352,192
INV000889,WH011,SKU0068,4571,405,165
INV000890,WH011,SKU0114,2438,889,197
INV000891,WH011,SKU0016,1698,806,410
INV000892,WH011,SKU0105,4005,424,295
INV000893,WH011,SKU0060,2857,673,457
INV000894,WH011,SKU0045,2240,394,112
INV000895,WH011,SKU0067,4697,792,328
INV000896,WH011,SKU0078,3110,504,469
INV000897,WH011,SKU0064,2827,891,461
INV000898,WH011,SKU0032,1199,397,71
INV000899,WH011,SKU0019,2356,831,90
INV000900,WH011,SKU0056,2837,552,385
INV000901,WH011,SKU0088,2100,865,295
INV000902,WH011,SKU0087,1752,306,473
INV000903,WH011,SKU0023,4412,377,337
INV000904,WH011,SKU0030,2225,240,105
INV000905,WH011,SKU0013,4807,345,174
INV000906,WH011,SKU0119,415,785,321
INV000907,WH011,SKU0072,1848,753,169
INV000908,WH011,SKU0061,430,202,261
INV000909,WH011,SKU0077,2705,834,291
INV000910,WH011,SKU0020,823,797,444
INV000911,WH011,SKU0110,1126,105,331
INV000912,WH011,SKU0083,1293,516,384
INV000913,WH011,SKU0079,3896,588,383
INV000914,WH011,SKU0028,1633,874,197
INV000915,WH011,SKU0104,2631,392,380
INV000916,WH011,SKU0022,484,887,95
INV000917,WH011,SKU0101,4703,337,323
INV000918,WH011,SKU0029,305,279,263
INV000919,WH011,SKU0049,1440,137,478
INV000920,WH011,SKU0033,3252,906,303
INV000921,WH011,SKU0070,1526,866,496
INV000922,WH011,SKU0106,2371,997,69
INV000923,WH011,SKU0071,0,405,340
INV000924,WH011,SKU0100,4937,209,221
INV000925,WH012,SKU0090,2331,565,378
INV000926,WH012,SKU0035,4450,636,302
INV000927,WH012,SKU0016,1099,971,308
INV000928,WH012,SKU0063,3834,379,148
INV000929,WH012,SKU0051,922,438,133
INV000930,WH012,SKU0049,3759,763,181
INV000931,WH012,SKU0107,1525,114,427
INV000932,WH012,SKU0120,2761,909,201
INV000933,WH012,SKU0104,4651,790,437
INV000934,WH012,SKU0080,1582,279,362
INV000935,WH012,SKU0108,3321,946,268
INV000936,WH012,SKU0013,4221,435,94
INV000937,WH012,SKU0103,3283,785,98
INV000938,WH012,SKU0096,1513,243,294
INV000939,WH012,SKU0052,2650,354,53
INV000940,WH012,SKU0111,2136,492,170
INV000941,WH012,SKU0062,3659,871,186
INV000942,WH012,SKU0088,2700,409,348
INV000943,WH012,SKU0113,4693,111,183
INV000944,WH012,SKU0061,2945,809,170
INV000945,WH012,SKU0095,508,783,110
INV000946,WH012,SKU0015,3812,414,131
INV000947,WH012,SKU0039,3321,802,307
INV000948,WH012,SKU0055,2547,806,110
INV000949,WH012,SKU0003,2416,476,364
INV000950,WH012,SKU0032,1809,324,118
INV000951,WH012,SKU0046,3917,256,282
INV000952,WH012,SKU0050,4962,482,262
INV000953,WH012,SKU0043,4499,582,437
INV000954,WH012,SKU0089,4403,921,390
INV000955,WH012,SKU0115,1789,880,176
INV000956,WH012,SKU0008,4880,994,453
INV000957,WH012,SKU0101,670,638,278
INV000958,WH012,SKU0099,4326,820,235
INV000959,WH012,SKU0071,639,677,107
INV000960,WH012,SKU0056,505,948,330
INV000961,WH012,SKU0110,4140,307,343
INV000962,WH012,SKU0105,4396,253,134
INV000963,WH012,SKU0100,2687,974,316
INV000964,WH012,SKU0028,3619,219,398
INV000965,WH012,SKU0054,1682,834,348
INV000966,WH012,SKU0076,4004,193,311
INV000967,WH012,SKU0064,3649,928,78
INV000968,WH012,SKU0010,3714,235,312
INV000969,WH012,SKU0116,3403,567,338
INV000970,WH012,SKU0045,472,672,286
INV000971,WH012,SKU0084,2524,840,61
INV000972,WH012,SKU0065,3243,360,468
INV000973,WH012,SKU0079,24,863,161
INV000974,WH012,SKU0057,4737,174,73
INV000975,WH012,SKU0006,3470,452,408
INV000976,WH012,SKU0031,522,654,80
INV000977,WH012,SKU0027,565,583,66
INV000978,WH012,SKU0021,2351,518,142
INV000979,WH012,SKU0075,1109,884,378
INV000980,WH012,SKU0068,3443,483,245
INV000981,WH012,SKU0091,3674,990,243
INV000982,WH012,SKU0114,3077,182,399
INV000983,WH012,SKU0097,4417,236,384
INV000984,WH012,SKU0072,2848,221,141
INV000985,WH012,SKU0078,4401,502,320
INV000986,WH012,SKU0077,1043,845,164
INV000987,WH012,SKU0070,28,874,61
INV000988,WH012,SKU0017,2444,574,394
INV000989,WH012,SKU0034,4460,534,322
INV000990,WH012,SKU0093,3107,943,167
INV000991,WH012,SKU0041,2027,571,227
INV000992,WH012,SKU0042,1270,382,146
INV000993,WH012,SKU0018,924,132,464
INV000994,WH012,SKU0094,3434,729,442
INV000995,WH012,SKU0109,128,346,155
INV000996,WH012,SKU0058,551,203,354
INV000997,WH012,SKU0026,275,557,356
INV000998,WH012,SKU0004,398,350,429
INV000999,WH012,SKU0022,362,511,274
INV001000,WH012,SKU0073,1919,652,161
INV001001,WH012,SKU0025,462,243,307
INV001002,WH012,SKU0066,2369,339,467
INV001003,WH012,SKU0040,0,426,345
INV001004,WH012,SKU0092,4898,891,394
INV001005,WH012,SKU0014,2626,342,204
INV001006,WH012,SKU0083,1173,776,316
INV001007,WH012,SKU0098,1810,523,203
INV001008,WH012,SKU0059,2254,162,335
INV001009,WH013,SKU0120,4846,1000,426
INV001010,WH013,SKU0063,1434,741,397
INV001011,WH013,SKU0006,3499,669,303
INV001012,WH013,SKU0103,384,452,379
INV001013,WH013,SKU0091,3122,904,318
INV001014,WH013,SKU0119,2611,813,263
INV001015,WH013,SKU0041,3344,252,203
INV001016,WH013,SKU0105,3083,288,436
INV001017,WH013,SKU0093,4406,584,173
INV001018,WH013,SKU0065,1846,407,489
INV001019,WH013,SKU0005,1182,925,287
INV001020,WH013,SKU0096,472,675,261
INV001021,WH013,SKU0036,3412,670,321
INV001022,WH013,SKU0076,1098,497,174
INV001023,WH013,SKU0066,2088,308,219
INV001024,WH013,SKU0011,647,560,483
INV001025,WH013,SKU0045,3039,194,324
INV001026,WH013,SKU0046,1560,152,187
INV001027,WH013,SKU0020,3089,789,359
INV001028,WH013,SKU0028,4939,140,497
INV001029,WH013,SKU0033,596,292,461
INV001030,WH013,SKU0027,4813,841,393
INV001031,WH013,SKU0100,4578,322,295
INV001032,WH013,SKU0038,1711,990,220
INV001033,WH013,SKU0002,2483,115,158
INV001034,WH013,SKU0087,1556,859,110
INV001035,WH013,SKU0107,3923,348,406
INV001036,WH013,SKU0075,4951,820,154
INV001037,WH013,SKU0073,3249,345,332
INV001038,WH013,SKU0001,2634,894,194
INV001039,WH013,SKU0064,3118,577,323
INV001040,WH013,SKU0013,2943,415,183
INV001041,WH013,SKU0090,2946,625,304
INV001042,WH013,SKU0022,3817,200,461
INV001043,WH013,SKU0058,3846,879,479
INV001044,WH013,SKU0004,2623,308,239
INV001045,WH013,SKU0086,2563,523,73
INV001046,WH013,SKU0060,4608,984,163
INV001047,WH013,SKU0069,1195,116,183
INV001048,WH013,SKU0040,4532,698,346
INV001049,WH013,SKU0037,3420,402,128
INV001050,WH013,SKU0114,1607,437,167
INV001051,WH013,SKU0034,3111,683,476
INV001052,WH013,SKU0054,2013,611,331
INV001053,WH013,SKU0024,2765,363,440
INV001054,WH013,SKU0056,4002,840,378
INV001055,WH013,SKU0067,4018,571,136
INV001056,WH013,SKU0084,2885,273,121
INV001057,WH013,SKU0053,4477,600,144
INV001058,WH013,SKU0118,4441,757,80
INV001059,WH013,SKU0097,4292,134,479
INV001060,WH013,SKU0115,608,937,392
INV001061,WH013,SKU0116,397,882,53
INV001062,WH013,SKU0052,3378,240,481
INV001063,WH013,SKU0030,1895,169,412
INV001064,WH013,SKU0031,1237,109,161
INV001065,WH013,SKU0018,4142,566,241
INV001066,WH013,SKU0029,495,732,376
INV001067,WH013,SKU0085,3958,775,299
INV001068,WH013,SKU0079,128,106,322
INV001069,WH013,SKU0050,4519,521,56
INV001070,WH013,SKU0089,137,642,419
INV001071,WH013,SKU0048,2250,648,196
INV001072,WH013,SKU0110,140,614,466
INV001073,WH013,SKU0009,3527,925,141
INV001074,WH013,SKU0068,876,198,318
INV001075,WH013,SKU0014,1219,346,148
INV001076,WH013,SKU0007,4312,358,467
INV001077,WH013,SKU0077,2903,373,457
INV001078,WH013,SKU0023,0,180,241
INV001079,WH013,SKU0099,3326,570,339
INV001080,WH013,SKU0071,1992,813,165
INV001081,WH013,SKU0016,2457,800,473
INV001082,WH013,SKU0010,660,769,489
INV001083,WH013,SKU0032,259,195,257
INV001084,WH013,SKU0095,3106,486,332
INV001085,WH013,SKU0078,3899,157,376
INV001086,WH013,SKU0026,77,819,137
INV001087,WH013,SKU0112,677,611,482
INV001088,WH013,SKU0015,0,760,451
INV001089,WH013,SKU0109,2713,679,489
INV001090,WH013,SKU0082,781,640,71
INV001091,WH013,SKU0117,1882,316,494
INV001092,WH013,SKU0072,4643,586,188
INV001093,WH014,SKU0026,381,176,400
INV001094,WH014,SKU0044,2296,656,338
INV001095,WH014,SKU0007,269,283,485
INV001096,WH014,SKU0051,2576,116,156
INV001097,WH014,SKU0089,4808,247,435
INV001098,WH014,SKU0031,3262,178,203
INV001099,WH014,SKU0067,1330,677,173
INV001100,WH014,SKU0092,4642,954,484
INV001101,WH014,SKU0021,3187,793,326
INV001102,WH014,SKU0060,2717,493,436
INV001103,WH014,SKU0001,1146,909,402
INV001104,WH014,SKU0019,642,612,431
INV001105,WH014,SKU0023,2833,154,100
INV001106,WH014,SKU0105,3580,337,479
INV001107,WH014,SKU0033,622,448,359
INV001108,WH014,SKU0085,4879,506,446
INV001109,WH014,SKU0022,2673,130,374
INV001110,WH014,SKU0055,2239,902,280
INV001111,WH014,SKU0016,4019,333,232
INV001112,WH014,SKU0027,4530,484,271
INV001113,WH014,SKU0093,1521,796,349
INV001114,WH014,SKU0091,3113,187,445
INV001115,WH014,SKU0111,2419,917,176
INV001116,WH014,SKU0120,602,184,187
INV001117,WH014,SKU0002,1263,489,414
INV001118,WH014,SKU0040,1263,857,249
INV001119,WH014,SKU0097,2594,469,104
INV001120,WH014,SKU0078,749,105,207
INV001121,WH014,SKU0008,3643,468,439
INV001122,WH014,SKU0100,2209,204,117
INV001123,WH014,SKU0036,715,291,270
INV001124,WH014,SKU0010,3676,670,334
INV001125,WH014,SKU0096,4197,517,102
INV001126,WH014,SKU0087,215,191,231
INV001127,WH014,SKU0090,0,195,355
INV001128,WH014,SKU0113,4899,903,216
INV001129,WH014,SKU0029,3155,112,199
INV001130,WH014,SKU0028,3389,497,448
INV001131,WH014,SKU0081,693,842,336
INV001132,WH014,SKU0086,1988,685,316
INV001133,WH014,SKU0034,1389,801,244
INV001134,WH014,SKU0116,1388,242,187
INV001135,WH014,SKU0112,2466,374,302
INV001136,WH014,SKU0080,1195,164,135
INV001137,WH014,SKU0064,3560,382,265
INV001138,WH014,SKU0083,2455,595,450
INV001139,WH014,SKU0066,630,469,178
INV001140,WH014,SKU0013,2020,838,370
INV001141,WH014,SKU0038,4061,708,365
INV001142,WH014,SKU0101,1601,568,104
INV001143,WH014,SKU0032,1109,411,53
INV001144,WH014,SKU0082,3241,440,480
INV001145,WH014,SKU0024,3112,923,491
INV001146,WH014,SKU0017,0,550,221
INV001147,WH014,SKU0109,3527,935,471
INV001148,WH014,SKU0050,4869,239,203
INV001149,WH014,SKU0076,2626,717,405
INV001150,WH014,SKU0042,1645,590,210
INV001151,WH014,SKU0102,1455,507,213
INV001152,WH014,SKU0104,2387,852,405
INV001153,WH014,SKU0058,4022,689,450
INV001154,WH014,SKU0119,1985,433,242
INV001155,WH014,SKU0035,2296,936,452
INV001156,WH014,SKU0009,3218,473,108
INV001157,WH014,SKU0099,4619,304,353
INV001158,WH014,SKU0047,4469,284,399
INV001159,WH014,SKU0075,4506,127,422
INV001160,WH014,SKU0069,3781,825,157
INV001161,WH014,SKU0118,3591,916,199
INV001162,WH014,SKU0006,566,938,484
INV001163,WH014,SKU0114,3351,789,305
INV001164,WH014,SKU0041,1140,748,205
INV001165,WH014,SKU0057,1982,358,387
INV001166,WH014,SKU0074,1262,832,266
INV001167,WH014,SKU0054,3088,175,279
INV001168,WH014,SKU0098,4898,590,348
INV001169,WH014,SKU0020,3283,647,309
INV001170,WH014,SKU0072,3426,656,68
INV001171,WH014,SKU0095,2945,818,465
INV001172,WH014,SKU0004,4398,708,376
INV001173,WH014,SKU0052,696,211,443
INV001174,WH014,SKU0071,2033,773,390
INV001175,WH014,SKU0106,2908,270,381
INV001176,WH014,SKU0077,362,676,380
INV001177,WH015,SKU0043,3273,870,219
INV001178,WH015,SKU0108,3526,208,55
INV001179,WH015,SKU0047,807,364,163
INV001180,WH015,SKU0073,4183,864,315
INV001181,WH015,SKU0008,4571,694,402
INV001182,WH015,SKU0016,4712,326,278
INV001183,WH015,SKU0057,3064,500,287
INV001184,WH015,SKU0056,4821,807,306
INV001185,WH015,SKU0061,1234,453,62
INV001186,WH015,SKU0052,3954,207,201
INV001187,WH015,SKU0117,3407,187,109
INV001188,WH015,SKU0065,0,456,209
INV001189,WH015,SKU0024,2810,566,451
INV001190,WH015,SKU0095,1694,633,297
INV001191,WH015,SKU0021,0,587,99
INV001192,WH015,SKU0062,3589,839,406
INV001193,WH015,SKU0076,3706,426,84
INV001194,WH015,SKU0009,2459,145,464
INV001195,WH015,SKU0074,942,123,484
INV001196,WH015,SKU0003,2810,763,105
INV001197,WH015,SKU0104,1346,858,174
INV001198,WH015,SKU0084,0,278,332
INV001199,WH015,SKU0025,1311,438,336
INV001200,WH015,SKU0087,3492,573,168
INV001201,WH015,SKU0110,3318,744,144
INV001202,WH015,SKU0112,1526,755,386
INV001203,WH015,SKU0044,3540,505,64
INV001204,WH015,SKU0034,1616,560,353
INV001205,WH015,SKU0111,3518,498,52
INV001206,WH015,SKU0081,1759,310,192
INV001207,WH015,SKU0075,512,691,102
INV001208,WH015,SKU0113,4398,291,237
INV001209,WH015,SKU0114,2670,301,284
INV001210,WH015,SKU0011,933,368,393
INV001211,WH015,SKU0103,4009,640,377
INV001212,WH015,SKU0093,2567,711,248
INV001213,WH015,SKU0115,3215,701,108
INV001214,WH015,SKU0068,2850,460,482
INV001215,WH015,SKU0055,0,732,138
INV001216,WH015,SKU0054,2436,729,352
INV001217,WH015,SKU0069,694,788,118
INV001218,WH015,SKU0014,0,220,172
INV001219,WH015,SKU0018,2501,219,143
INV001220,WH015,SKU0026,3058,810,122
INV001221,WH015,SKU0049,0,497,264
INV001222,WH015,SKU0001,4885,241,344
INV001223,WH015,SKU0086,3143,533,145
INV001224,WH015,SKU0051,3986,750,325
INV001225,WH015,SKU0105,1419,668,135
INV001226,WH015,SKU0079,4011,395,121
INV001227,WH015,SKU0071,1532,422,481
INV001228,WH015,SKU0072,3694,734,77
INV001229,WH015,SKU0090,2941,109,298
INV001230,WH015,SKU0050,1118,299,467
INV001231,WH015,SKU0036,3145,675,308
INV001232,WH015,SKU0085,4054,518,400
INV001233,WH015,SKU0020,4028,525,413
INV001234,WH015,SKU0004,3636,600,135
INV001235,WH015,SKU0022,677,678,65
INV001236,WH015,SKU0029,1806,399,66
INV001237,WH015,SKU0037,2251,330,325
INV001238,WH015,SKU0067,2364,272,449
INV001239,WH015,SKU0015,0,679,430
INV001240,WH015,SKU0070,4057,662,311
INV001241,WH015,SKU0028,927,686,108
INV001242,WH015,SKU0107,2194,893,328
INV001243,WH015,SKU0083,3005,655,471
INV001244,WH015,SKU0035,0,878,418
INV001245,WH015,SKU0064,3615,659,161
INV001246,WH015,SKU0094,3482,204,426
INV001247,WH015,SKU0017,2027,404,497
INV001248,WH015,SKU0096,264,560,184
INV001249,WH015,SKU0046,2855,982,468
INV001250,WH015,SKU0102,712,549,493
INV001251,WH015,SKU0066,961,894,465
INV001252,WH015,SKU0082,1941,314,465
INV001253,WH015,SKU0012,4816,805,229
INV001254,WH015,SKU0116,4999,747,269
INV001255,WH015,SKU0078,1359,730,121
INV001256,WH015,SKU0002,1692,933,155
INV001257,WH015,SKU0100,486,683,229
INV001258,WH015,SKU0039,4360,387,355
INV001259,WH015,SKU0030,4413,272,215
INV001260,WH015,SKU0099,2397,396,343
INV001261,WH016,SKU0041,2190,978,313
INV001262,WH016,SKU0066,780,238,434
INV001263,WH016,SKU0074,3371,160,191
INV001264,WH016,SKU0005,1039,818,493
INV001265,WH016,SKU0036,1087,355,124
INV001266,WH016,SKU0023,2638,948,176
INV001267,WH016,SKU0102,3217,601,122
INV001268,WH016,SKU0040,0,747,187
INV001269,WH016,SKU0052,3393,484,281
INV001270,WH016,SKU0007,618,748,456
INV001271,WH016,SKU0111,762,512,313
INV001272,WH016,SKU0042,2279,811,499
INV001273,WH016,SKU0004,3023,565,299
INV001274,WH016,SKU0100,2681,695,51
INV001275,WH016,SKU0110,763,848,284
INV001276,WH016,SKU0014,2934,970,82
INV001277,WH016,SKU0055,4378,507,161
INV001278,WH016,SKU0068,3519,944,158
INV001279,WH016,SKU0112,4052,374,215
