PurchaseOrderID,PODate,SupplierID,ProductID,Quantity,UnitCost,Status,ExpectedDeliveryDate
PO0000807,2023-08-17,SUP005,SKU0009,254,177.28,Received,2023-09-30
PO0000808,2023-03-29,SUP013,SKU0100,983,306.43,Delayed,2023-05-09
PO0000809,2025-11-17,SUP038,SKU0094,585,248.3,Received,2025-12-11
PO0000810,2023-03-30,SUP005,SKU0043,2571,140.25,Approved,2023-05-13
PO0000811,2023-09-11,SUP039,SKU0115,1782,203.25,Ordered,2023-10-01
PO0000812,2024-01-14,SUP043,SKU0013,2979,243.72,Ordered,2024-02-11
PO0000813,2024-07-22,SUP038,SKU0018,2949,500.97,In Transit,2024-08-15
PO0000814,2024-05-10,SUP033,SKU0061,4771,402.63,In Transit,2024-05-27
PO0000815,2023-01-29,SUP034,SKU0032,1877,434.24,Received,2023-02-18
PO0000816,2023-12-18,SUP049,SKU0022,4500,345.14,Delayed,2024-01-12
PO0000817,2023-07-22,SUP014,SKU0102,4230,503.85,Received,2023-08-28
PO0000818,2025-01-20,SUP045,SKU0081,4928,282.12,Delayed,2025-02-02
PO0000819,2023-08-08,SUP012,SKU0001,3006,358.53,Received,2023-08-30
PO0000820,2024-03-14,SUP033,SKU0107,1964,544.98,Received,2024-03-31
PO0000821,2023-09-11,SUP030,SKU0049,1003,311.85,Received,2023-10-04
PO0000822,2025-01-09,SUP046,SKU0075,2461,556.64,Approved,2025-02-19
PO0000823,2023-06-18,SUP021,SKU0026,4144,204.34,Received,2023-07-04
PO0000824,2025-07-24,SUP039,SKU0092,2655,153.36,Received,2025-08-13
PO0000825,2024-04-07,SUP036,SKU0105,3436,374.75,Received,2024-05-04
PO0000826,2024-01-22,SUP005,SKU0002,3996,196.25,Received,2024-03-06
PO0000827,2024-01-03,SUP001,SKU0038,4127,220.03,Received,2024-01-17
PO0000828,2025-06-16,SUP034,SKU0059,796,540.3,Received,2025-07-06
PO0000829,2025-03-31,SUP045,SKU0087,4937,590.92,Delayed,2025-04-13
PO0000830,2023-12-12,SUP005,SKU0078,3079,570.47,Received,2024-01-25
PO0000831,2024-02-15,SUP039,SKU0001,3411,302.37,Received,2024-03-06
PO0000832,2025-10-19,SUP018,SKU0026,4867,225.5,Delayed,2025-10-24
PO0000833,2025-03-30,SUP023,SKU0042,3997,15.5,Received,2025-04-30
PO0000834,2025-09-19,SUP033,SKU0047,2384,338.33,Received,2025-10-06
PO0000835,2023-08-10,SUP008,SKU0080,2153,445.4,Ordered,2023-09-06
PO0000836,2023-10-03,SUP002,SKU0078,915,545.74,Approved,2023-11-14
PO0000837,2025-10-17,SUP044,SKU0049,319,339.95,Received,2025-10-27
PO0000838,2024-10-31,SUP010,SKU0054,2580,471.23,Approved,2024-11-22
PO0000839,2023-06-06,SUP043,SKU0023,4359,404.38,Received,2023-07-04
PO0000840,2024-02-18,SUP019,SKU0117,4178,321.74,Received,2024-02-23
PO0000841,2024-12-04,SUP035,SKU0083,4577,348.05,Approved,2025-01-04
PO0000842,2025-05-31,SUP008,SKU0054,3242,455.42,Received,2025-06-27
PO0000843,2025-06-25,SUP030,SKU0086,394,85.22,In Transit,2025-07-18
PO0000844,2024-09-12,SUP046,SKU0025,1444,11.44,Ordered,2024-10-23
PO0000845,2024-10-01,SUP046,SKU0094,3287,249.21,Approved,2024-11-11
PO0000846,2025-10-01,SUP043,SKU0028,4636,183.89,In Transit,2025-10-29
PO0000847,2025-08-20,SUP031,SKU0009,4705,179.96,In Transit,2025-10-03
PO0000848,2023-04-25,SUP026,SKU0117,2257,322.03,Received,2023-06-02
PO0000849,2024-12-23,SUP050,SKU0051,2430,293.81,Approved,2025-01-11
PO0000850,2023-04-03,SUP009,SKU0018,3101,500.63,Delayed,2023-04-24
PO0000851,2023-02-25,SUP049,SKU0059,2895,570.87,Received,2023-03-22
PO0000852,2024-12-07,SUP023,SKU0064,3474,88.24,Delayed,2025-01-07
PO0000853,2024-05-15,SUP016,SKU0005,2022,426.23,In Transit,2024-06-05
PO0000854,2023-06-23,SUP045,SKU0068,636,462.02,Approved,2023-07-06
PO0000855,2024-11-22,SUP011,SKU0106,261,490.98,Approved,2024-11-28
PO0000856,2025-08-01,SUP043,SKU0118,3560,402.96,Received,2025-08-29
PO0000857,2024-06-30,SUP002,SKU0078,3947,530.13,Received,2024-08-11
PO0000858,2025-02-12,SUP037,SKU0064,3297,87.72,Approved,2025-02-17
PO0000859,2025-09-27,SUP007,SKU0016,1786,209.86,In Transit,2025-10-10
PO0000860,2024-11-26,SUP011,SKU0114,2553,285.0,Received,2024-12-02
PO0000861,2024-02-18,SUP032,SKU0015,717,398.96,In Transit,2024-03-31
PO0000862,2024-03-14,SUP019,SKU0106,2272,443.15,In Transit,2024-03-19
PO0000863,2025-04-03,SUP015,SKU0083,853,401.98,In Transit,2025-05-14
PO0000864,2023-07-14,SUP038,SKU0072,2859,16.47,In Transit,2023-08-07
PO0000865,2025-12-23,SUP031,SKU0091,3598,184.49,Approved,2026-02-05
PO0000866,2024-09-10,SUP033,SKU0103,2556,226.54,In Transit,2024-09-27
PO0000867,2024-10-03,SUP013,SKU0114,3494,287.28,In Transit,2024-11-13
PO0000868,2025-11-21,SUP030,SKU0112,4585,240.91,Approved,2025-12-14
PO0000869,2025-11-23,SUP012,SKU0054,4825,459.94,Delayed,2025-12-15
PO0000870,2025-08-15,SUP018,SKU0096,4464,440.4,Received,2025-08-20
PO0000871,2023-05-03,SUP034,SKU0089,1743,375.48,Ordered,2023-05-23
PO0000872,2024-05-07,SUP010,SKU0051,2559,325.72,Received,2024-05-29
PO0000873,2024-10-14,SUP005,SKU0080,1767,477.23,Received,2024-11-27
PO0000874,2024-08-10,SUP042,SKU0033,1415,501.51,In Transit,2024-09-17
PO0000875,2024-04-28,SUP026,SKU0020,2053,391.08,Ordered,2024-06-05
PO0000876,2023-02-26,SUP016,SKU0056,2643,177.75,In Transit,2023-03-19
PO0000877,2025-06-12,SUP028,SKU0039,403,48.7,Received,2025-07-06
PO0000878,2023-10-07,SUP002,SKU0108,2216,437.03,Received,2023-11-18
PO0000879,2023-12-27,SUP042,SKU0085,445,644.77,Received,2024-02-03
PO0000880,2023-02-10,SUP004,SKU0005,787,398.56,Received,2023-02-20
PO0000881,2023-05-11,SUP027,SKU0017,3077,607.79,Approved,2023-05-20
PO0000882,2025-03-23,SUP047,SKU0061,1251,417.42,In Transit,2025-04-05
PO0000883,2025-10-21,SUP008,SKU0030,4375,488.01,In Transit,2025-11-17
PO0000884,2025-12-11,SUP017,SKU0016,4166,233.67,Ordered,2025-12-23
PO0000885,2023-09-08,SUP050,SKU0001,2667,315.88,In Transit,2023-09-27
PO0000886,2025-03-09,SUP048,SKU0102,2032,511.77,Ordered,2025-04-03
PO0000887,2023-10-23,SUP007,SKU0016,1534,204.57,Received,2023-11-05
PO0000888,2025-06-19,SUP027,SKU0077,2183,337.12,Approved,2025-06-28
PO0000889,2025-10-01,SUP035,SKU0010,3169,35.93,Approved,2025-11-01
PO0000890,2024-10-10,SUP035,SKU0120,3571,237.97,Ordered,2024-11-10
PO0000891,2024-07-22,SUP010,SKU0039,3073,51.53,Received,2024-08-13
PO0000892,2024-09-23,SUP002,SKU0047,385,388.86,Delayed,2024-11-04
PO0000893,2023-04-22,SUP045,SKU0082,2063,93.95,Received,2023-05-05
PO0000894,2024-09-25,SUP041,SKU0094,3072,269.98,Delayed,2024-10-05
PO0000895,2023-09-07,SUP035,SKU0066,2036,484.73,Received,2023-10-08
PO0000896,2023-01-17,SUP026,SKU0005,2193,397.48,Ordered,2023-02-24
PO0000897,2024-09-01,SUP014,SKU0044,1412,560.41,Delayed,2024-10-08
PO0000898,2024-10-11,SUP050,SKU0035,3428,201.26,Received,2024-10-30
PO0000899,2023-06-14,SUP050,SKU0009,4127,167.08,Received,2023-07-03
PO0000900,2024-11-12,SUP046,SKU0099,3560,531.06,Approved,2024-12-23
PO0000901,2023-11-25,SUP045,SKU0038,2237,212.98,Received,2023-12-08
PO0000902,2025-05-11,SUP039,SKU0064,4586,95.28,Received,2025-05-31
PO0000903,2023-02-26,SUP049,SKU0063,526,414.38,Ordered,2023-03-23
PO0000904,2025-06-27,SUP042,SKU0074,1214,402.57,Ordered,2025-08-04
PO0000905,2024-09-17,SUP021,SKU0054,4817,421.57,Ordered,2024-10-03
PO0000906,2024-05-26,SUP034,SKU0091,1165,209.45,Delayed,2024-06-15
PO0000907,2025-04-20,SUP021,SKU0036,3798,423.34,Delayed,2025-05-06
PO0000908,2023-10-01,SUP017,SKU0081,1521,312.37,Received,2023-10-13
PO0000909,2024-07-31,SUP013,SKU0118,791,390.75,Ordered,2024-09-10
PO0000910,2025-03-16,SUP025,SKU0017,4772,555.23,Approved,2025-04-22
PO0000911,2024-04-13,SUP006,SKU0037,3888,338.53,Delayed,2024-04-29
PO0000912,2023-12-12,SUP004,SKU0111,3385,342.81,In Transit,2023-12-22
PO0000913,2024-06-16,SUP010,SKU0050,829,589.22,Ordered,2024-07-08
PO0000914,2023-08-29,SUP001,SKU0051,4407,300.8,Received,2023-09-12
PO0000915,2025-10-09,SUP008,SKU0075,1938,573.86,Ordered,2025-11-05
PO0000916,2024-06-29,SUP019,SKU0054,4148,449.16,Received,2024-07-04
PO0000917,2024-02-28,SUP039,SKU0049,1865,341.38,Received,2024-03-19
PO0000918,2024-01-23,SUP027,SKU0052,1577,16.81,Ordered,2024-02-01
PO0000919,2023-02-28,SUP019,SKU0050,2244,511.21,Received,2023-03-05
PO0000920,2024-05-23,SUP024,SKU0069,4875,230.67,Received,2024-06-01
PO0000921,2023-06-25,SUP001,SKU0025,3941,10.62,Received,2023-07-09
PO0000922,2025-03-25,SUP044,SKU0114,1838,305.51,Delayed,2025-04-04
PO0000923,2025-05-16,SUP048,SKU0073,4992,93.75,Approved,2025-06-10
PO0000924,2023-05-01,SUP004,SKU0003,2826,45.22,Received,2023-05-11
PO0000925,2024-12-26,SUP039,SKU0060,5000,400.33,Approved,2025-01-15
PO0000926,2023-01-11,SUP017,SKU0026,4233,226.65,Received,2023-01-23
PO0000927,2025-03-19,SUP043,SKU0030,3138,437.74,In Transit,2025-04-16
PO0000928,2023-03-26,SUP038,SKU0028,1569,168.82,In Transit,2023-04-19
PO0000929,2025-10-06,SUP022,SKU0098,3934,203.7,Received,2025-11-06
PO0000930,2025-12-22,SUP028,SKU0086,1261,89.5,Received,2026-01-15
PO0000931,2023-04-01,SUP009,SKU0018,4189,554.6,Received,2023-04-22
PO0000932,2025-01-08,SUP028,SKU0063,2417,435.45,Received,2025-02-01
PO0000933,2024-06-24,SUP034,SKU0044,2664,510.73,Ordered,2024-07-14
PO0000934,2024-10-08,SUP048,SKU0037,4124,379.27,Ordered,2024-11-02
PO0000935,2025-06-20,SUP004,SKU0082,1647,91.88,Ordered,2025-06-30
PO0000936,2024-01-11,SUP003,SKU0051,3952,290.14,Delayed,2024-02-12
PO0000937,2025-08-14,SUP028,SKU0052,1050,18.82,Received,2025-09-07
PO0000938,2023-03-25,SUP029,SKU0007,3020,359.18,In Transit,2023-04-28
PO0000939,2025-09-20,SUP030,SKU0118,4138,366.74,Delayed,2025-10-13
PO0000940,2023-10-31,SUP008,SKU0017,2963,539.85,Received,2023-11-27
PO0000941,2024-01-05,SUP011,SKU0083,4267,410.06,In Transit,2024-01-11
PO0000942,2024-03-10,SUP038,SKU0014,133,358.74,In Transit,2024-04-03
PO0000943,2024-01-05,SUP027,SKU0113,729,458.74,Received,2024-01-14
PO0000944,2023-07-13,SUP022,SKU0043,312,129.85,Delayed,2023-08-13
PO0000945,2023-09-07,SUP026,SKU0025,3160,11.67,Approved,2023-10-15
PO0000946,2024-10-24,SUP010,SKU0113,336,442.79,Delayed,2024-11-15
PO0000947,2025-09-09,SUP030,SKU0116,2306,141.84,Approved,2025-10-02
PO0000948,2024-11-05,SUP003,SKU0001,3811,315.6,Delayed,2024-12-07
PO0000949,2023-09-22,SUP014,SKU0101,498,513.51,Received,2023-10-29
PO0000950,2024-10-23,SUP004,SKU0051,679,307.62,In Transit,2024-11-02
PO0000951,2025-02-20,SUP006,SKU0093,3367,70.65,Ordered,2025-03-08
PO0000952,2025-03-27,SUP006,SKU0090,268,285.43,Ordered,2025-04-12
PO0000953,2025-03-06,SUP050,SKU0047,3396,348.34,Delayed,2025-03-25
PO0000954,2023-11-12,SUP008,SKU0069,2545,222.06,Received,2023-12-09
PO0000955,2024-09-27,SUP044,SKU0031,1175,100.3,Approved,2024-10-07
PO0000956,2025-01-22,SUP033,SKU0063,1737,402.15,Received,2025-02-08
PO0000957,2025-09-02,SUP018,SKU0004,4712,500.83,Approved,2025-09-07
PO0000958,2025-05-15,SUP024,SKU0066,1626,446.41,Received,2025-05-24
PO0000959,2023-07-10,SUP003,SKU0103,4305,222.35,Received,2023-08-11
PO0000960,2024-04-04,SUP042,SKU0108,1370,448.68,In Transit,2024-05-12
PO0000961,2025-12-10,SUP006,SKU0084,2481,395.28,Approved,2025-12-26
PO0000962,2025-09-05,SUP020,SKU0050,1317,592.04,Delayed,2025-10-03
PO0000963,2024-09-07,SUP016,SKU0060,4385,378.68,In Transit,2024-09-28
PO0000964,2023-04-08,SUP036,SKU0005,726,448.52,In Transit,2023-05-05
PO0000965,2023-08-09,SUP033,SKU0053,3580,496.21,Received,2023-08-26
PO0000966,2024-06-02,SUP023,SKU0105,2187,397.82,In Transit,2024-07-03
PO0000967,2023-02-03,SUP008,SKU0024,3891,392.97,Ordered,2023-03-02
PO0000968,2025-03-15,SUP003,SKU0049,782,305.42,Delayed,2025-04-16
PO0000969,2024-09-01,SUP021,SKU0090,4910,278.59,Delayed,2024-09-17
PO0000970,2025-07-10,SUP040,SKU0051,2271,295.08,Ordered,2025-07-18
PO0000971,2024-03-08,SUP012,SKU0021,740,523.44,In Transit,2024-03-30
PO0000972,2024-06-15,SUP044,SKU0018,971,509.4,Approved,2024-06-25
PO0000973,2023-01-12,SUP026,SKU0010,1055,31.19,Delayed,2023-02-19
PO0000974,2025-09-04,SUP030,SKU0106,3418,523.18,Delayed,2025-09-27
PO0000975,2025-09-23,SUP020,SKU0055,3055,170.97,Delayed,2025-10-21
PO0000976,2025-03-19,SUP020,SKU0030,817,437.06,Approved,2025-04-16
PO0000977,2024-01-26,SUP008,SKU0021,230,518.36,Ordered,2024-02-22
PO0000978,2023-02-24,SUP014,SKU0010,4041,35.58,Delayed,2023-04-02
PO0000979,2024-05-10,SUP028,SKU0079,4512,13.79,Received,2024-06-03
PO0000980,2025-08-07,SUP010,SKU0063,3982,396.69,Approved,2025-08-29
PO0000981,2023-12-07,SUP010,SKU0016,3747,237.11,Received,2023-12-29
PO0000982,2023-02-10,SUP029,SKU0061,4894,418.0,Received,2023-03-16
PO0000983,2025-03-13,SUP004,SKU0108,2834,372.44,Delayed,2025-03-23
PO0000984,2025-06-03,SUP027,SKU0019,4160,496.01,In Transit,2025-06-12
PO0000985,2024-08-18,SUP003,SKU0071,4093,141.86,In Transit,2024-09-19
PO0000986,2025-09-26,SUP015,SKU0113,597,486.02,Received,2025-11-06
PO0000987,2024-10-08,SUP036,SKU0110,620,356.65,Delayed,2024-11-04
PO0000988,2025-05-04,SUP031,SKU0034,1057,401.64,Delayed,2025-06-17
PO0000989,2024-12-11,SUP029,SKU0083,3673,348.29,Received,2025-01-14
PO0000990,2024-01-29,SUP031,SKU0110,2916,369.39,In Transit,2024-03-13
PO0000991,2024-03-25,SUP038,SKU0043,2878,147.15,Delayed,2024-04-18
PO0000992,2025-08-17,SUP009,SKU0009,2503,175.54,Received,2025-09-07
PO0000993,2025-05-03,SUP044,SKU0046,3051,97.98,Ordered,2025-05-13
PO0000994,2024-02-29,SUP019,SKU0033,806,544.8,Ordered,2024-03-05
PO0000995,2023-12-21,SUP013,SKU0077,1380,320.96,Approved,2024-01-31
PO0000996,2025-05-01,SUP032,SKU0090,2587,252.49,In Transit,2025-06-12
PO0000997,2023-04-07,SUP002,SKU0087,3039,580.49,Received,2023-05-19
PO0000998,2023-11-21,SUP012,SKU0022,4224,347.26,Approved,2023-12-13
PO0000999,2024-11-22,SUP028,SKU0074,1033,457.5,Approved,2024-12-16
PO0001000,2024-04-03,SUP032,SKU0004,2212,539.46,Received,2024-05-15
PO0001001,2023-04-06,SUP050,SKU0117,4663,307.38,Ordered,2023-04-25
PO0001002,2025-11-21,SUP039,SKU0077,953,327.29,Received,2025-12-11
PO0001003,2025-07-25,SUP049,SKU0084,1008,435.57,In Transit,2025-08-19
PO0001004,2023-07-28,SUP036,SKU0086,443,94.14,Ordered,2023-08-24
PO0001005,2023-08-30,SUP014,SKU0035,3062,177.2,Received,2023-10-06
PO0001006,2025-06-23,SUP049,SKU0044,4244,517.21,Approved,2025-07-18
PO0001007,2023-11-12,SUP042,SKU0068,3079,416.04,Ordered,2023-12-20
PO0001008,2023-09-09,SUP013,SKU0070,3697,175.6,Approved,2023-10-20
PO0001009,2024-05-17,SUP031,SKU0107,2896,531.56,Ordered,2024-06-30
PO0001010,2023-06-24,SUP018,SKU0029,3150,309.1,Received,2023-06-29
PO0001011,2025-01-08,SUP041,SKU0118,2110,369.85,In Transit,2025-01-18
PO0001012,2025-05-13,SUP015,SKU0072,1230,18.29,Received,2025-06-23
PO0001013,2025-04-18,SUP030,SKU0014,4328,377.91,Received,2025-05-11
PO0001014,2023-03-02,SUP029,SKU0013,1292,283.59,Delayed,2023-04-05
PO0001015,2025-11-25,SUP005,SKU0118,794,384.69,Received,2026-01-08
PO0001016,2023-12-03,SUP028,SKU0039,603,50.68,Approved,2023-12-27
PO0001017,2023-11-06,SUP037,SKU0023,573,420.51,Delayed,2023-11-11
PO0001018,2025-11-30,SUP019,SKU0095,3534,188.14,Delayed,2025-12-05
PO0001019,2024-09-15,SUP047,SKU0048,2669,27.94,Approved,2024-09-28
PO0001020,2024-07-26,SUP034,SKU0103,1303,238.82,Received,2024-08-15
PO0001021,2024-02-25,SUP035,SKU0059,3722,607.94,Delayed,2024-03-27
PO0001022,2025-04-08,SUP050,SKU0072,1716,18.56,Approved,2025-04-27
PO0001023,2023-03-17,SUP035,SKU0080,2840,436.53,Delayed,2023-04-17
PO0001024,2023-09-16,SUP034,SKU0068,4530,411.68,Approved,2023-10-06
PO0001025,2025-11-13,SUP036,SKU0099,2657,495.96,Delayed,2025-12-10
PO0001026,2023-11-24,SUP002,SKU0119,328,479.6,In Transit,2024-01-05
PO0001027,2024-06-13,SUP016,SKU0004,2589,513.22,In Transit,2024-07-04
PO0001028,2023-08-15,SUP047,SKU0060,591,410.48,Received,2023-08-28
PO0001029,2025-11-05,SUP023,SKU0050,1114,490.95,Delayed,2025-12-06
PO0001030,2023-09-13,SUP029,SKU0111,2540,339.76,Approved,2023-10-17
PO0001031,2025-07-17,SUP022,SKU0057,2034,449.97,In Transit,2025-08-17
PO0001032,2025-12-28,SUP039,SKU0003,2015,40.38,Received,2026-01-17
PO0001033,2023-10-14,SUP046,SKU0048,3193,25.93,Ordered,2023-11-24
PO0001034,2023-08-04,SUP021,SKU0001,4330,332.44,Received,2023-08-20
PO0001035,2025-07-19,SUP007,SKU0026,1300,230.72,Received,2025-08-01
PO0001036,2023-06-17,SUP006,SKU0027,609,259.53,Ordered,2023-07-03
PO0001037,2025-09-02,SUP014,SKU0046,3754,84.69,Delayed,2025-10-09
PO0001038,2025-12-13,SUP026,SKU0005,4918,418.85,Received,2026-01-20
PO0001039,2024-06-24,SUP038,SKU0016,4186,222.9,Received,2024-07-18
PO0001040,2025-09-29,SUP047,SKU0060,3515,409.11,Ordered,2025-10-12
PO0001041,2025-11-01,SUP009,SKU0080,4071,465.2,Ordered,2025-11-22
PO0001042,2025-11-17,SUP034,SKU0036,1067,441.72,Received,2025-12-07
PO0001043,2025-08-27,SUP003,SKU0013,1384,292.95,Received,2025-09-28
PO0001044,2023-09-01,SUP039,SKU0035,3447,175.42,Received,2023-09-21
PO0001045,2024-08-16,SUP003,SKU0064,4382,84.64,Received,2024-09-17
PO0001046,2024-09-16,SUP024,SKU0091,2584,187.79,Approved,2024-09-25
PO0001047,2023-10-20,SUP010,SKU0072,4930,16.98,Received,2023-11-11
PO0001048,2024-08-03,SUP014,SKU0067,1599,220.91,Received,2024-09-09
PO0001049,2023-01-05,SUP008,SKU0057,4585,411.23,Approved,2023-02-01
PO0001050,2025-05-05,SUP031,SKU0002,4794,173.54,Received,2025-06-18
PO0001051,2024-11-22,SUP025,SKU0003,3993,44.41,In Transit,2024-12-29
PO0001052,2023-09-29,SUP049,SKU0040,1234,70.96,Received,2023-10-24
PO0001053,2025-07-10,SUP043,SKU0070,3778,149.25,Delayed,2025-08-07
PO0001054,2024-10-28,SUP006,SKU0070,3455,156.9,Received,2024-11-13
PO0001055,2024-11-25,SUP035,SKU0007,475,357.17,Received,2024-12-26
PO0001056,2024-07-22,SUP042,SKU0015,825,400.87,Delayed,2024-08-29
PO0001057,2023-02-20,SUP037,SKU0042,2630,15.18,Approved,2023-02-25
PO0001058,2023-06-24,SUP013,SKU0002,4538,183.18,Approved,2023-08-04
PO0001059,2025-12-04,SUP013,SKU0068,3998,430.5,Approved,2026-01-14
PO0001060,2023-09-04,SUP043,SKU0039,4456,48.47,Approved,2023-10-02
PO0001061,2024-07-17,SUP014,SKU0028,2109,189.01,In Transit,2024-08-23
PO0001062,2025-06-28,SUP006,SKU0107,4470,567.11,Received,2025-07-14
PO0001063,2023-04-03,SUP032,SKU0022,290,370.86,Ordered,2023-05-15
PO0001064,2025-04-29,SUP002,SKU0097,4424,496.56,Received,2025-06-10
PO0001065,2023-07-06,SUP008,SKU0032,913,419.75,Received,2023-08-02
PO0001066,2023-10-22,SUP012,SKU0087,2193,568.34,Ordered,2023-11-13
PO0001067,2024-09-20,SUP027,SKU0065,1486,290.47,Received,2024-09-29
PO0001068,2024-01-07,SUP002,SKU0058,579,166.69,Approved,2024-02-18
PO0001069,2024-10-17,SUP010,SKU0078,3481,561.91,Received,2024-11-08
PO0001070,2025-02-08,SUP008,SKU0088,524,263.8,In Transit,2025-03-07
PO0001071,2024-04-29,SUP032,SKU0011,4266,274.01,Received,2024-06-10
PO0001072,2023-08-24,SUP018,SKU0088,596,270.3,In Transit,2023-08-29
PO0001073,2025-04-13,SUP005,SKU0013,4066,243.7,Delayed,2025-05-27
PO0001074,2024-04-23,SUP002,SKU0004,2304,496.29,In Transit,2024-06-04
PO0001075,2023-07-27,SUP016,SKU0004,4644,505.86,Ordered,2023-08-17
PO0001076,2024-09-15,SUP037,SKU0040,3432,70.12,Delayed,2024-09-20
PO0001077,2025-10-21,SUP014,SKU0004,1266,478.54,Ordered,2025-11-27
PO0001078,2024-05-17,SUP035,SKU0102,3571,514.21,In Transit,2024-06-17
PO0001079,2025-07-14,SUP003,SKU0066,108,480.66,In Transit,2025-08-15
PO0001080,2024-08-15,SUP042,SKU0094,1471,224.88,Received,2024-09-22
PO0001081,2024-07-13,SUP039,SKU0103,2155,245.21,Received,2024-08-02
PO0001082,2024-12-20,SUP041,SKU0022,1842,389.65,In Transit,2024-12-30
PO0001083,2024-07-30,SUP003,SKU0101,1422,507.47,In Transit,2024-08-31
PO0001084,2023-05-24,SUP020,SKU0012,834,28.41,Approved,2023-06-21
PO0001085,2023-10-14,SUP047,SKU0082,4658,108.69,Received,2023-10-27
PO0001086,2024-03-07,SUP040,SKU0058,4235,189.6,Received,2024-03-15
PO0001087,2024-12-02,SUP041,SKU0048,2241,28.31,Delayed,2024-12-12
PO0001088,2025-07-16,SUP018,SKU0091,2114,202.22,Received,2025-07-21
PO0001089,2024-11-30,SUP014,SKU0091,3866,213.84,Received,2025-01-06
PO0001090,2023-02-02,SUP045,SKU0064,1195,93.61,Approved,2023-02-15
PO0001091,2025-09-02,SUP001,SKU0040,178,73.34,Received,2025-09-16
PO0001092,2025-09-28,SUP049,SKU0045,3317,360.58,Delayed,2025-10-23
PO0001093,2023-06-08,SUP035,SKU0035,353,205.19,Delayed,2023-07-09
PO0001094,2025-06-30,SUP044,SKU0006,1111,333.48,Received,2025-07-10
PO0001095,2025-01-03,SUP025,SKU0043,1551,144.9,Delayed,2025-02-09
PO0001096,2023-01-18,SUP008,SKU0008,3890,449.93,Ordered,2023-02-14
PO0001097,2025-06-29,SUP001,SKU0066,1914,474.37,Received,2025-07-13
PO0001098,2025-01-02,SUP013,SKU0078,837,553.91,Delayed,2025-02-12
PO0001099,2024-09-12,SUP046,SKU0055,1911,155.94,Received,2024-10-23
PO0001100,2025-01-13,SUP003,SKU0082,2399,98.69,Delayed,2025-02-14
PO0001101,2024-03-04,SUP001,SKU0038,1706,233.31,Delayed,2024-03-18
PO0001102,2025-03-22,SUP008,SKU0020,2372,429.7,Received,2025-04-18
PO0001103,2023-12-16,SUP036,SKU0082,1687,101.99,In Transit,2024-01-12
PO0001104,2023-12-26,SUP005,SKU0032,4918,385.32,Approved,2024-02-08
PO0001105,2023-09-18,SUP017,SKU0045,4768,383.29,In Transit,2023-09-30
PO0001106,2024-07-15,SUP013,SKU0032,289,457.23,Delayed,2024-08-25
PO0001107,2025-12-27,SUP040,SKU0021,2171,516.82,Received,2026-01-04
PO0001108,2023-01-05,SUP028,SKU0106,524,521.72,Received,2023-01-29
PO0001109,2025-06-04,SUP027,SKU0022,2344,354.13,In Transit,2025-06-13
PO0001110,2025-08-13,SUP032,SKU0094,3061,250.7,Approved,2025-09-24
PO0001111,2024-04-04,SUP004,SKU0029,2376,321.15,In Transit,2024-04-14
PO0001112,2025-07-08,SUP021,SKU0029,142,289.94,Received,2025-07-24
PO0001113,2023-06-17,SUP037,SKU0007,307,359.27,Ordered,2023-06-22
PO0001114,2025-05-17,SUP005,SKU0116,2147,130.78,Received,2025-06-30
PO0001115,2024-09-28,SUP005,SKU0086,892,85.12,Received,2024-11-11
PO0001116,2023-02-19,SUP038,SKU0036,2838,454.14,Ordered,2023-03-15
PO0001117,2023-08-09,SUP031,SKU0039,2052,56.54,Approved,2023-09-22
PO0001118,2024-11-14,SUP034,SKU0046,2039,100.71,In Transit,2024-12-04
PO0001119,2025-06-17,SUP049,SKU0086,883,96.36,In Transit,2025-07-12
PO0001120,2023-09-13,SUP006,SKU0096,597,449.34,Received,2023-09-29
PO0001121,2024-10-03,SUP045,SKU0114,632,309.57,Approved,2024-10-16
PO0001122,2025-06-24,SUP004,SKU0074,2569,456.89,Received,2025-07-04
PO0001123,2023-05-15,SUP007,SKU0031,557,104.43,Received,2023-05-28
PO0001124,2025-02-20,SUP026,SKU0045,885,366.25,Received,2025-03-30
PO0001125,2024-04-22,SUP039,SKU0090,186,264.16,Received,2024-05-12
PO0001126,2025-05-26,SUP040,SKU0096,929,401.47,Delayed,2025-06-03
PO0001127,2023-02-23,SUP030,SKU0019,4337,457.29,Ordered,2023-03-18
PO0001128,2023-08-10,SUP007,SKU0067,200,211.61,Approved,2023-08-23
PO0001129,2024-02-01,SUP037,SKU0072,1132,17.72,Received,2024-02-06
PO0001130,2024-12-28,SUP027,SKU0060,4043,401.49,Received,2025-01-06
PO0001131,2024-01-16,SUP016,SKU0074,1227,473.54,Approved,2024-02-06
PO0001132,2023-09-19,SUP020,SKU0018,4888,509.61,Delayed,2023-10-17
PO0001133,2025-01-02,SUP020,SKU0096,4881,446.73,Ordered,2025-01-30
PO0001134,2023-10-29,SUP031,SKU0011,2628,266.23,Received,2023-12-12
PO0001135,2025-01-25,SUP001,SKU0058,4340,176.71,Delayed,2025-02-08
PO0001136,2023-10-24,SUP004,SKU0074,2044,447.63,In Transit,2023-11-03
PO0001137,2023-04-22,SUP028,SKU0087,2916,506.54,Ordered,2023-05-16
PO0001138,2024-02-17,SUP005,SKU0036,2897,398.76,Received,2024-04-01
