order_id,date,product_name,region,warehouse,quantity,price
ORD23724,2023-02-26,Detergent 500g,Chhattisgarh,WH-MUM,60.0,162.82
ORD23725,2024-08-01,Milk 1L,Chhattisgarh,WH-BLR,56.0,755.45
ORD23726,2024-09-03,Biscuits 200g,Karnataka,WH-JAI,46.0,452.59
ORD23727,2022-10-13,Milk 500ml,Karnataka,WH-MUM,117.32819737712659,310.1
ORD23728,11/01/24,Biscuits 100g,Delhi,WH-MUM,101.0,149.06
ORD23729,29/11/23,Peanut Butter Smooth 200g,Maharashtra,WH-JAI,,593.4
ORD23730,2024-02-17,Sunflower Oil 2L,Delhi,WH-DEL,77.0,745.51
ORD23731,2024-07-14,Biscuits 500g,Madhya Pradesh,WH-IND,68.0,286.97
ORD23732,2023-02-16,Biscuits 100g,Karnataka,WH-BLR,47.0,592.15
ORD23733,2024-04-16,Detergent 2kg,Gujarat,WH-BLR,79.0,54.9
ORD23734,2024-05-23,Detergent 500g,Chhattisgarh,WH-MUM,55.0,229.35
ORD23735,2023-12-10,Sunflower Oil 2L,Gujarat,WH-MUM,74.25168111162488,448.41
ORD23736,2023-09-03,Tea 500g,Chhattisgarh,WH-JAI,44.0,372.61
ORD23737,2022-01-05,Biscuits 200g,Karnataka,WH-MUM,28.0,348.73
ORD23738,2024-06-12,Biscuits 200g,Chhattisgarh,WH-RAI,73.0,788.4
ORD23739,2022-12-04,Sunflower Oil 2L,Madhya Pradesh,WH-DEL,118.77535769647287,359.94
ORD23740,18/10/23,Tea 500g,Delhi,WH-AHM,140.39345549733824,378.31
ORD23741,2024-02-12,Peanut Butter Smooth 200g,Karnataka,WH-AHM,58.0,688.97
ORD23742,2023-10-14,Milk 500ml,Gujarat,WH-AHM,288.30000839836106,575.62
ORD23743,2022-12-23,,Delhi,WH-IND,98.71712494409037,531.99
ORD23744,2024-05-11,Peanut Butter Smooth 200g,Madhya Pradesh,WH-BLR,53.0,608.71
ORD23745,2023-05-31,Sunflower Oil 2L,Delhi,WH-DEL,87.0,340.77
ORD23746,2022-11-23,Milk 500ml,Madhya Pradesh,WH-IND,115.1768806607566,376.03
ORD23747,2024-02-10,,Chhattisgarh,WH-DEL,99.0,575.35
ORD23748,2022-01-02,Detergent 500g,Madhya Pradesh,WH-IND,41.0,180.01
ORD23749,2022-09-24,Peanut Butter Smooth 1kg,Chhattisgarh,WH-RAI,29.0,168.41
ORD23750,2022-02-26,Detergent 2kg,Madhya Pradesh,WH-DEL,133.0,713.97
ORD23751,2023-02-04,Milk 1L,Maharashtra,WH-MUM,82.0,669.15
ORD23752,2022-12-14,Peanut Butter Crunchy 1kg,Rajasthan,WH-BLR,167.05114403077934,721.54
ORD23753,2022-07-15,Sunflower Oil 5L,Delhi,WH-JAI,49.0,508.98
ORD23754,2024-04-02,,Gujarat,WH-MUM,46.0,595.64
ORD23755,2022-09-19,Milk 500ml,Chhattisgarh,WH-JAI,55.0,195.11
ORD23756,10/07/24,Sunflower Oil 1L,Chhattisgarh,WH-DEL,,738.86
ORD23757,2024-09-27,,Rajasthan,WH-IND,73.0,400.13
ORD23758,2023-09-05,Sunflower Oil 2L,Delhi,WH-JAI,15.0,489.96
ORD23759,2022-08-20,Peanut Butter Smooth 1kg,Maharashtra,WH-AHM,100.0,369.5
ORD23760,2024-05-02,Tea 250g,Karnataka,WH-DEL,,91.87
ORD23761,2022-03-21,Milk 500ml,Gujarat,WH-MUM,95.0,322.32
ORD23762,2022-10-24,Milk 500ml,Chhattisgarh,WH-DEL,198.59641011804754,315.55
ORD23763,2024-01-14,Detergent 500g,Delhi,WH-BLR,56.0,687.86
ORD23764,2023-12-06,Sunflower Oil 5L,Madhya Pradesh,WH-AHM,98.64259552697638,375.75
ORD23765,2024-04-14,Biscuits 100g,Chhattisgarh,WH-AHM,62.0,625.27
ORD23766,2022-04-09,Peanut Butter Crunchy 500g,Delhi,WH-BLR,10.0,627.03
ORD23767,14/09/22,Milk 500ml,Maharashtra,WH-AHM,88.0,736.36
ORD23768,18/01/22,Milk 1L,Madhya Pradesh,WH-BLR,48.0,586.54
ORD23769,2022-06-18,Milk 1L,Delhi,WH-BLR,1.0,526.65
ORD23770,2022-09-07,Peanut Butter Crunchy 200g,Rajasthan,WH-MUM,79.0,610.65
ORD23771,2022-06-25,Biscuits 100g,Chhattisgarh,WH-BLR,35.0,251.31
ORD23772,2023-05-24,,Rajasthan,WH-JAI,92.0,380.67
ORD23773,2024-09-25,Tea 250g,Rajasthan,WH-AHM,9.0,539.36
ORD23774,2024-05-17,Biscuits 200g,Madhya Pradesh,WH-AHM,47.0,378.1
ORD23775,2022-04-04,Milk 500ml,Maharashtra,WH-IND,20.0,75.77
ORD23776,2024-05-28,Sunflower Oil 2L,Maharashtra,WH-RAI,,57.98
ORD23777,12/07/22,Coffee 200g,Gujarat,WH-BLR,28.0,458.39
ORD23778,30/08/24,Tea 500g,Maharashtra,WH-BLR,66.74303607507109,679.37
ORD23779,2024-01-25,Coffee 200g,Chhattisgarh,WH-BLR,40.0,596.43
ORD23780,2023-08-16,Peanut Butter Crunchy 1kg,Rajasthan,WH-MUM,37.0,297.95
ORD23781,2024-03-11,Detergent 500g,Rajasthan,WH-BLR,93.0,582.0
ORD23782,2024-06-01,Detergent 500g,Maharashtra,WH-RAI,48.0,673.36
ORD23783,2023-02-09,Milk 1L,Karnataka,WH-AHM,49.0,580.3
ORD23784,2022-03-10,Peanut Butter Smooth 1kg,Chhattisgarh,WH-DEL,63.0,365.39
ORD23785,2024-06-01,Sunflower Oil 5L,Karnataka,WH-AHM,64.0,59.56
ORD23786,2022-08-27,Tea 250g,Chhattisgarh,WH-BLR,65.0,403.72
ORD23787,2024-06-17,Detergent 1kg,Madhya Pradesh,WH-MUM,48.0,377.45
ORD23788,2024-04-14,Biscuits 100g,Chhattisgarh,WH-RAI,49.0,360.53
ORD23789,2023-09-18,,Rajasthan,WH-RAI,48.0,116.74
ORD23790,16/02/22,,Madhya Pradesh,WH-IND,60.0,487.25
ORD23791,2023-10-30,Biscuits 200g,Madhya Pradesh,WH-IND,115.01694855067464,618.1
ORD23792,2023-12-13,Tea 500g,Maharashtra,WH-RAI,149.6698446535182,591.37
ORD23793,2022-03-03,,Madhya Pradesh,WH-AHM,26.0,510.85
ORD23794,2022-01-04,Detergent 1kg,Rajasthan,WH-AHM,25.0,122.12
ORD23795,2024-09-10,Biscuits 500g,Delhi,WH-IND,60.0,659.36
ORD23796,2023-11-24,Milk 1L,Chhattisgarh,WH-BLR,108.54114378566436,307.31
ORD23797,2022-09-24,Detergent 500g,Chhattisgarh,WH-JAI,88.0,384.59
ORD23798,2024-02-25,Tea 250g,Rajasthan,WH-AHM,76.0,343.49
ORD23799,2023-01-03,,Karnataka,WH-IND,72.0,251.41
ORD23800,2022-03-16,Milk 500ml,Maharashtra,WH-IND,117.0,372.58
ORD23801,2022-01-01,Peanut Butter Smooth 200g,Maharashtra,WH-IND,,331.63
ORD23802,05/04/22,Biscuits 200g,Delhi,WH-JAI,39.0,522.66
ORD23803,2023-10-28,Coffee 200g,Madhya Pradesh,WH-JAI,105.41720794401941,199.84
ORD23804,2024-06-07,,Maharashtra,WH-JAI,37.0,482.15
ORD23805,2023-09-19,Biscuits 500g,Rajasthan,WH-DEL,65.0,455.04
ORD23806,2023-06-18,Detergent 1kg,Chhattisgarh,WH-IND,,336.36
ORD23807,2022-06-17,Milk 500ml,Madhya Pradesh,WH-JAI,47.0,156.99
ORD23808,11/09/24,Milk 1L,Madhya Pradesh,WH-IND,,252.05
ORD23809,2024-07-24,Peanut Butter Smooth 200g,Gujarat,WH-MUM,61.0,37.02
ORD23810,28/05/23,Milk 1L,Karnataka,WH-AHM,72.0,583.86
ORD23811,2023-09-11,Biscuits 100g,Gujarat,WH-RAI,75.0,139.16
ORD23812,2022-06-21,Milk 500ml,Madhya Pradesh,WH-DEL,66.0,167.04
ORD23813,2022-05-15,Biscuits 200g,Rajasthan,WH-RAI,58.0,510.94
ORD23814,09/04/23,Detergent 2kg,Chhattisgarh,WH-JAI,70.0,497.2
ORD23815,10/05/23,Milk 500ml,Madhya Pradesh,WH-IND,94.0,62.74
ORD23816,2022-08-10,Milk 500ml,Maharashtra,WH-BLR,35.0,161.39
ORD23817,2023-11-06,Sunflower Oil 1L,Rajasthan,WH-JAI,22.332967608269524,254.06
ORD23818,2023-09-25,Peanut Butter Smooth 1kg,Maharashtra,WH-JAI,55.0,48.23
ORD23819,31/01/24,Milk 1L,Madhya Pradesh,WH-JAI,51.0,153.86
ORD23820,2023-04-14,Biscuits 100g,Gujarat,WH-BLR,90.0,245.2
ORD23821,2022-12-13,,Karnataka,WH-BLR,135.4614033974513,213.18
ORD23822,2022-03-25,Peanut Butter Crunchy 200g,Gujarat,WH-MUM,101.0,709.42
ORD23823,09/08/22,Milk 1L,Chhattisgarh,WH-RAI,22.0,550.84
ORD23824,2024-04-24,Detergent 2kg,Chhattisgarh,WH-AHM,87.0,723.89
ORD23825,2023-10-11,Milk 1L,Chhattisgarh,WH-JAI,144.46269577515346,785.7
ORD23826,2024-08-08,Biscuits 100g,Madhya Pradesh,WH-AHM,83.0,478.19
ORD23827,2023-02-05,Coffee 200g,Gujarat,WH-MUM,106.0,100.22
ORD23828,2024-03-13,Milk 1L,Karnataka,WH-DEL,91.0,504.75
ORD23829,2023-12-26,Sunflower Oil 5L,Delhi,WH-JAI,120.42838221929517,39.74
ORD23830,2023-06-05,Coffee 200g,Gujarat,WH-DEL,100.0,594.24
ORD23831,2023-01-11,Biscuits 100g,Gujarat,WH-IND,76.0,797.69
ORD23832,2022-10-19,Sunflower Oil 5L,Gujarat,WH-MUM,33.668449742960355,755.83
ORD23833,31/01/24,Tea 250g,Chhattisgarh,WH-AHM,83.0,53.15
ORD23834,21/11/23,Sunflower Oil 5L,Gujarat,WH-MUM,,607.82
ORD23835,2022-02-11,Detergent 1kg,Madhya Pradesh,WH-IND,56.0,104.96
ORD23836,2022-01-18,Detergent 500g,Gujarat,WH-IND,5.0,533.05
ORD23837,2022-08-08,Biscuits 500g,Madhya Pradesh,WH-JAI,44.0,130.94
ORD23838,2023-07-10,Biscuits 200g,Gujarat,WH-JAI,83.0,393.27
ORD23839,2022-06-09,Biscuits 100g,Gujarat,WH-RAI,54.0,678.73
ORD23840,08/06/24,Biscuits 500g,Karnataka,WH-AHM,10.0,254.33
ORD23841,2023-03-31,Sunflower Oil 2L,Madhya Pradesh,WH-JAI,30.0,485.87
ORD23842,2024-05-13,Sunflower Oil 5L,Maharashtra,WH-BLR,100.0,388.55
ORD23843,2022-10-01,Milk 1L,Gujarat,WH-AHM,80.5975178539228,583.25
ORD23844,2022-02-27,,Chhattisgarh,WH-BLR,81.0,51.59
ORD23845,2023-07-12,Coffee 200g,Madhya Pradesh,WH-IND,117.0,571.54
ORD23846,2024-01-12,Peanut Butter Crunchy 1kg,Karnataka,WH-RAI,73.0,176.96
ORD23847,2023-12-24,Biscuits 200g,Gujarat,WH-DEL,151.46675935839852,333.76
ORD23848,2023-03-12,Peanut Butter Crunchy 500g,Madhya Pradesh,WH-JAI,113.0,705.01
ORD23849,26/12/22,Detergent 2kg,Delhi,WH-RAI,6.619804198894199,197.42
ORD23850,2023-11-01,Milk 1L,Madhya Pradesh,WH-MUM,146.7684649174268,645.96
ORD23851,2023-03-30,Peanut Butter Crunchy 1kg,Madhya Pradesh,WH-DEL,73.0,40.37
ORD23852,31/12/23,Detergent 2kg,Karnataka,WH-MUM,110.65352813119173,703.94
ORD23853,2023-04-19,Sunflower Oil 2L,Gujarat,WH-DEL,78.0,196.6
ORD23854,2022-03-22,Coffee 200g,Gujarat,WH-MUM,54.0,449.16
ORD23855,2022-01-03,Peanut Butter Smooth 200g,Maharashtra,WH-JAI,35.0,245.09
ORD23856,2022-12-08,Milk 1L,Madhya Pradesh,WH-JAI,159.48325288850043,664.93
ORD23857,13/08/24,Peanut Butter Crunchy 500g,Rajasthan,WH-JAI,87.0,323.56
ORD23858,2022-06-17,Detergent 2kg,Gujarat,WH-JAI,50.51949052865496,637.36
ORD23859,2024-08-06,Detergent 2kg,Karnataka,WH-MUM,38.0,666.45
ORD23860,2023-01-03,Tea 500g,Madhya Pradesh,WH-BLR,87.0,135.6
ORD23861,03/03/22,Milk 1L,Chhattisgarh,WH-MUM,80.0,206.46
ORD23862,13/08/24,Peanut Butter Crunchy 1kg,Chhattisgarh,WH-IND,53.0,771.05
ORD23863,2024-05-27,Sunflower Oil 2L,Karnataka,WH-AHM,56.0,369.12
ORD23864,2022-11-30,Peanut Butter Crunchy 1kg,Delhi,WH-DEL,95.31765557853963,84.53
ORD23865,30/01/23,Detergent 500g,Delhi,WH-RAI,75.0,764.83
ORD23866,23/09/24,Detergent 1kg,Chhattisgarh,WH-RAI,54.0,200.46
ORD23867,2024-02-07,Milk 500ml,Delhi,WH-RAI,58.0,179.0
ORD23868,2022-12-30,Biscuits 500g,Madhya Pradesh,WH-BLR,62.86288622934141,493.15
ORD23869,2023-03-06,Biscuits 200g,Maharashtra,WH-AHM,96.0,635.65
ORD23870,2024-07-13,Tea 250g,Gujarat,WH-DEL,37.0,341.27
ORD23871,2022-08-18,Milk 500ml,Rajasthan,WH-JAI,55.0,737.03
ORD23872,2024-03-22,Peanut Butter Smooth 200g,Madhya Pradesh,WH-DEL,62.0,446.79
ORD23873,09/06/24,,Madhya Pradesh,WH-IND,52.0,676.01
ORD23874,13/12/23,Milk 500ml,Delhi,WH-AHM,48.01340538501887,81.98
ORD23875,2022-01-09,,Rajasthan,WH-AHM,40.0,464.36
ORD23876,2022-10-13,Peanut Butter Smooth 1kg,Delhi,WH-AHM,87.9849885687321,372.18
ORD23877,2023-12-27,Biscuits 200g,Chhattisgarh,WH-IND,1.3531291894293989,386.16
ORD23878,2023-09-06,Milk 1L,Maharashtra,WH-MUM,67.0,391.49
ORD23879,2022-09-14,Coffee 200g,Madhya Pradesh,WH-IND,132.0,446.89
ORD23880,2024-05-15,Tea 250g,Rajasthan,WH-AHM,40.0,351.8
ORD23881,2024-08-02,Detergent 500g,Rajasthan,WH-JAI,40.0,553.75
ORD23882,2024-03-23,Tea 250g,Madhya Pradesh,WH-AHM,65.0,586.55
ORD23883,2022-09-25,Detergent 1kg,Maharashtra,WH-JAI,43.0,167.26
ORD23884,06/12/23,Milk 500ml,Rajasthan,WH-JAI,57.122044387548286,42.85
ORD23885,2024-03-06,Coffee 200g,Madhya Pradesh,WH-IND,58.0,636.8
ORD23886,2022-10-30,Milk 1L,Rajasthan,WH-IND,88.67274496453298,363.1
ORD23887,2023-06-03,,Karnataka,WH-RAI,44.0,212.72
ORD23888,2022-12-11,Peanut Butter Smooth 1kg,Chhattisgarh,WH-AHM,124.1521423282919,733.03
ORD23889,2023-09-04,Detergent 500g,Chhattisgarh,WH-IND,,726.74
ORD23890,27/08/22,Detergent 500g,Chhattisgarh,WH-DEL,74.0,97.07
ORD23891,2023-04-23,Sunflower Oil 5L,Karnataka,WH-JAI,97.0,423.76
ORD23892,2024-03-22,Biscuits 200g,Chhattisgarh,WH-DEL,75.0,418.89
ORD23893,2023-09-12,Peanut Butter Crunchy 200g,Delhi,WH-RAI,84.0,371.16
ORD23894,2024-09-03,Detergent 500g,Karnataka,WH-MUM,60.0,750.31
ORD23895,26/06/23,Biscuits 200g,Madhya Pradesh,WH-AHM,83.0,318.03
ORD23896,2023-07-21,Tea 500g,Karnataka,WH-IND,104.0,395.29
ORD23897,2023-09-25,,Maharashtra,WH-AHM,47.0,642.36
ORD23898,2023-03-21,Detergent 500g,Delhi,WH-AHM,69.0,595.21
ORD23899,21/11/22,Detergent 500g,Maharashtra,WH-IND,53.11638698489454,272.16
ORD23900,2024-07-02,Tea 500g,Maharashtra,WH-BLR,53.0,427.02
ORD23901,2023-03-05,Tea 500g,Chhattisgarh,WH-DEL,58.0,584.84
ORD23902,2022-11-30,Coffee 200g,Gujarat,WH-AHM,164.14697576323493,554.69
ORD23903,2022-12-06,Milk 500ml,Rajasthan,WH-RAI,94.18891372354942,102.58
ORD23904,2024-01-29,Milk 1L,Maharashtra,WH-RAI,103.0,30.32
ORD23905,2023-02-13,Detergent 1kg,Chhattisgarh,WH-RAI,515.5543331315872,516.07
ORD23906,2022-11-27,,Rajasthan,WH-MUM,178.29307914249708,778.41
ORD23907,22/09/23,Peanut Butter Smooth 200g,Chhattisgarh,WH-MUM,467.5694432892921,644.45
ORD23908,2024-09-27,Peanut Butter Smooth 200g,Madhya Pradesh,WH-JAI,35.0,288.47
ORD23909,2022-03-16,Biscuits 100g,Rajasthan,WH-MUM,8.0,563.65
ORD23910,2023-01-09,Biscuits 500g,Delhi,WH-JAI,122.05238647713871,484.75
ORD23911,2022-09-20,Milk 1L,Chhattisgarh,WH-AHM,36.0,431.04
ORD23912,2023-08-09,Milk 500ml,Rajasthan,WH-RAI,,648.64
ORD23913,2022-05-31,Peanut Butter Smooth 1kg,Madhya Pradesh,WH-IND,46.0,506.2
ORD23914,2023-04-17,Detergent 1kg,Delhi,WH-BLR,77.0,746.34
ORD23915,2023-08-15,Peanut Butter Crunchy 1kg,Rajasthan,WH-RAI,96.0,429.36
ORD23916,2023-04-25,Sunflower Oil 5L,Madhya Pradesh,WH-BLR,53.0,717.73
ORD23917,2024-08-30,,Rajasthan,WH-JAI,86.0,650.62
ORD23918,2023-03-08,Sunflower Oil 1L,Maharashtra,WH-JAI,60.0,98.19
ORD23919,24/04/23,Milk 500ml,Madhya Pradesh,WH-BLR,65.0,749.52
ORD23920,2023-03-30,Tea 500g,Karnataka,WH-IND,102.0,228.36
ORD23921,2024-04-15,Detergent 1kg,Maharashtra,WH-IND,62.0,313.82
ORD23922,2023-12-19,Milk 1L,Delhi,WH-BLR,108.21929322143966,69.02
ORD23923,2023-08-29,Sunflower Oil 1L,Rajasthan,WH-AHM,67.0,577.48
ORD23924,2024-01-11,Milk 500ml,Delhi,WH-BLR,36.0,640.73
ORD23925,2023-10-18,Peanut Butter Smooth 1kg,Maharashtra,WH-JAI,177.22411670093882,501.62
ORD23926,2023-09-21,Biscuits 500g,Chhattisgarh,WH-MUM,,436.69
ORD23927,2023-01-28,Coffee 200g,Gujarat,WH-JAI,,32.09
ORD23928,2022-11-05,Sunflower Oil 1L,Madhya Pradesh,WH-DEL,159.2550362590809,68.52
ORD23929,02/09/24,Detergent 500g,Gujarat,WH-DEL,102.0,783.38
ORD23930,2022-08-05,Biscuits 200g,Rajasthan,WH-RAI,70.0,499.92
ORD23931,2024-05-09,,Karnataka,WH-AHM,,530.28
ORD23932,2024-03-03,Milk 1L,Madhya Pradesh,WH-DEL,55.0,386.07
ORD23933,01/05/24,Biscuits 100g,Madhya Pradesh,WH-BLR,26.0,199.27
ORD23934,2023-03-24,Tea 250g,Chhattisgarh,WH-AHM,49.0,440.83
ORD23935,2022-12-14,Milk 500ml,Maharashtra,WH-IND,126.55325259497899,156.78
ORD23936,2023-10-08,,Delhi,WH-IND,124.3350915017279,281.6
ORD23937,07/06/23,Sunflower Oil 2L,Karnataka,WH-AHM,37.0,64.13
ORD23938,2024-02-16,Coffee 200g,Karnataka,WH-JAI,110.0,111.81
ORD23939,2024-05-25,Tea 500g,Rajasthan,WH-AHM,15.0,239.67
ORD23940,2023-12-26,Tea 500g,Gujarat,WH-MUM,57.867850696166556,82.2
ORD23941,2022-08-14,,Karnataka,WH-IND,68.0,61.53
ORD23942,2022-01-27,Milk 1L,Maharashtra,WH-MUM,31.0,350.79
ORD23943,2024-09-01,Sunflower Oil 2L,Delhi,WH-DEL,52.0,327.69
ORD23944,2024-06-28,Detergent 500g,Karnataka,WH-JAI,77.0,517.89
ORD23945,2024-01-31,Milk 1L,Gujarat,WH-AHM,33.0,783.26
ORD23946,2023-12-16,Biscuits 500g,Gujarat,WH-MUM,44.02387350194247,95.5
ORD23947,2023-02-13,Biscuits 500g,Chhattisgarh,WH-MUM,81.0,105.9
ORD23948,2022-12-27,Sunflower Oil 2L,Delhi,WH-MUM,210.44418421784317,125.64
ORD23949,2024-05-18,Detergent 500g,Chhattisgarh,WH-AHM,61.0,539.9
ORD23950,2023-06-06,Sunflower Oil 2L,Maharashtra,WH-AHM,96.0,406.1
ORD23951,2022-07-21,Coffee 200g,Chhattisgarh,WH-MUM,13.0,337.2
ORD23952,22/12/23,Milk 500ml,Maharashtra,WH-JAI,60.40626998648297,31.61
ORD23953,2024-06-04,Milk 1L,Rajasthan,WH-JAI,94.0,64.36
ORD23954,2024-04-25,,Rajasthan,WH-RAI,80.0,373.69
ORD23955,2023-02-15,Milk 1L,Chhattisgarh,WH-AHM,,696.57
ORD23956,2023-10-08,Milk 1L,Madhya Pradesh,WH-IND,,580.09
ORD23957,2022-02-04,Sunflower Oil 5L,Chhattisgarh,WH-JAI,11.0,367.32
ORD23958,2023-03-04,Milk 500ml,Karnataka,WH-JAI,86.0,552.84
ORD23959,26/06/24,Tea 500g,Chhattisgarh,WH-MUM,88.0,46.33
ORD23960,2024-01-01,Detergent 500g,Chhattisgarh,WH-DEL,65.0,211.04
ORD23961,2023-10-10,Biscuits 100g,Maharashtra,WH-AHM,151.59182910982716,319.14
ORD23962,2023-08-02,Sunflower Oil 5L,Delhi,WH-JAI,,69.39
ORD23963,2022-11-05,Sunflower Oil 2L,Rajasthan,WH-DEL,90.41509290602329,486.14
ORD23964,2023-09-04,Sunflower Oil 2L,Madhya Pradesh,WH-IND,42.0,145.61
ORD23965,2022-02-19,Milk 500ml,Rajasthan,WH-RAI,44.0,371.41
ORD23966,2024-06-15,Biscuits 500g,Gujarat,WH-MUM,38.0,782.61
ORD23967,2022-02-13,Detergent 500g,Chhattisgarh,WH-JAI,100.0,287.98
ORD23968,2024-09-17,Milk 1L,Chhattisgarh,WH-DEL,73.0,759.24
ORD23969,2022-03-31,Milk 500ml,Maharashtra,WH-DEL,63.0,287.13
ORD23970,2022-03-25,Milk 1L,Gujarat,WH-RAI,102.0,521.54
ORD23971,2024-07-22,Biscuits 100g,Delhi,WH-MUM,79.0,155.94
ORD23972,2022-03-10,Peanut Butter Smooth 200g,Maharashtra,WH-MUM,65.0,337.77
ORD23973,2023-07-21,Detergent 500g,Gujarat,WH-BLR,217.06387543554095,786.96
ORD23974,2023-12-03,Coffee 200g,Delhi,WH-BLR,,316.5
ORD23975,2023-09-08,Peanut Butter Smooth 200g,Chhattisgarh,WH-MUM,42.0,617.37
ORD23976,2024-08-24,Sunflower Oil 5L,Karnataka,WH-DEL,67.0,46.46
ORD23977,2023-08-09,Sunflower Oil 2L,Rajasthan,WH-IND,,747.51
ORD23978,2023-11-25,Tea 250g,Delhi,WH-DEL,,514.1
ORD23979,01/02/24,Detergent 1kg,Gujarat,WH-AHM,58.0,39.32
ORD23980,2022-01-06,Detergent 1kg,Gujarat,WH-RAI,44.0,342.15
ORD23981,2022-12-09,Coffee 200g,Madhya Pradesh,WH-MUM,103.17980718576538,154.34
ORD23982,2022-05-07,Peanut Butter Crunchy 200g,Delhi,WH-JAI,73.0,514.29
ORD23983,2024-08-18,Tea 500g,Gujarat,WH-BLR,118.0,753.36
ORD23984,2024-04-29,Detergent 2kg,Karnataka,WH-BLR,67.0,660.23
ORD23985,2023-07-10,Sunflower Oil 1L,Delhi,WH-IND,77.0,734.09
ORD23986,2023-02-09,Biscuits 500g,Chhattisgarh,WH-DEL,46.0,570.69
ORD23987,2023-12-04,Peanut Butter Crunchy 1kg,Delhi,WH-MUM,,517.79
ORD23988,2022-02-20,Peanut Butter Crunchy 1kg,Chhattisgarh,WH-MUM,65.0,702.67
ORD23989,2022-05-12,Milk 1L,Rajasthan,WH-RAI,93.0,630.57
ORD23990,2024-03-30,Peanut Butter Smooth 1kg,Maharashtra,WH-MUM,69.0,577.8
ORD23991,2022-12-02,Biscuits 200g,Maharashtra,WH-MUM,113.9387355729353,362.81
ORD23992,2024-08-05,Detergent 500g,Rajasthan,WH-IND,43.0,246.14
ORD23993,2024-09-04,Peanut Butter Smooth 1kg,Gujarat,WH-BLR,66.0,485.1
ORD23994,2023-03-17,Peanut Butter Crunchy 1kg,Maharashtra,WH-RAI,89.0,592.78
ORD23995,2022-02-06,Coffee 200g,Madhya Pradesh,WH-DEL,25.0,207.65
ORD23996,2022-11-03,Detergent 2kg,Karnataka,WH-JAI,190.40069424709364,730.82
ORD23997,2024-01-11,Peanut Butter Smooth 200g,Karnataka,WH-DEL,64.0,666.5
ORD23998,2023-09-02,,Rajasthan,WH-IND,29.0,425.63
ORD23999,2024-03-07,,Chhattisgarh,WH-IND,56.0,624.79
ORD24000,2023-01-13,Detergent 500g,Rajasthan,WH-MUM,90.0,293.97
ORD24001,2022-06-07,Milk 500ml,Karnataka,WH-RAI,,612.29
ORD24002,2023-08-22,Peanut Butter Smooth 200g,Gujarat,WH-RAI,39.0,562.25
ORD24003,2022-07-28,Milk 500ml,Madhya Pradesh,WH-RAI,55.0,83.3
ORD24004,2023-10-30,Biscuits 200g,Karnataka,WH-IND,186.28626253240554,436.64
ORD24005,2024-06-17,Detergent 2kg,Madhya Pradesh,WH-JAI,85.0,461.93
ORD24006,2022-12-20,Sunflower Oil 1L,Chhattisgarh,WH-RAI,1042.7761688309977,280.46
ORD24007,18/05/24,,Karnataka,WH-JAI,94.0,101.2
ORD24008,2024-06-19,,Rajasthan,WH-IND,55.0,499.04
ORD24009,2023-06-04,Detergent 500g,Karnataka,WH-AHM,71.0,225.66
ORD24010,2024-06-29,Peanut Butter Crunchy 1kg,Rajasthan,WH-JAI,45.0,486.01
ORD24011,2022-05-24,Milk 1L,Chhattisgarh,WH-BLR,71.0,323.36
ORD24012,2023-10-13,Tea 500g,Chhattisgarh,WH-JAI,185.42531784961182,187.4
ORD24013,2023-06-28,Detergent 2kg,Maharashtra,WH-MUM,82.0,46.86
ORD24014,2022-05-03,Sunflower Oil 1L,Delhi,WH-MUM,49.0,729.72
ORD24015,06/12/22,Biscuits 200g,Delhi,WH-AHM,50.11416340631527,354.83
ORD24016,2023-06-22,Milk 500ml,Maharashtra,WH-JAI,67.0,89.63
ORD24017,2022-01-28,Milk 500ml,Rajasthan,WH-AHM,1.0,253.54
ORD24018,2023-05-13,Milk 1L,Maharashtra,WH-DEL,59.0,238.48
ORD24019,2024-06-25,Biscuits 500g,Delhi,WH-BLR,104.0,631.94
ORD24020,2024-09-16,Peanut Butter Crunchy 200g,Chhattisgarh,WH-RAI,62.0,330.53
ORD24021,2022-03-07,Sunflower Oil 5L,Karnataka,WH-AHM,11.0,676.98
ORD24022,2023-04-08,,Delhi,WH-JAI,59.0,218.31
ORD24023,2023-12-11,Biscuits 100g,Rajasthan,WH-MUM,76.02811337803409,787.13
ORD24024,2023-02-20,Peanut Butter Smooth 1kg,Delhi,WH-JAI,85.0,165.11
ORD24025,26/09/22,Sunflower Oil 5L,Delhi,WH-RAI,13.0,608.2
ORD24026,2022-03-08,Biscuits 500g,Madhya Pradesh,WH-IND,65.0,703.61
ORD24027,2023-12-18,Peanut Butter Crunchy 1kg,Maharashtra,WH-AHM,72.77162627786097,33.82
ORD24028,2024-05-14,Tea 250g,Rajasthan,WH-MUM,91.0,118.18
ORD24029,2023-10-08,Milk 1L,Madhya Pradesh,WH-MUM,107.28569331954353,642.06
ORD24030,2024-02-06,,Gujarat,WH-AHM,38.0,558.5
ORD24031,2022-10-04,Tea 250g,Madhya Pradesh,WH-AHM,124.7553392473129,304.05
ORD24032,2023-02-21,Biscuits 500g,Gujarat,WH-RAI,54.0,218.03
ORD24033,2024-03-08,Coffee 200g,Delhi,WH-DEL,95.0,578.62
ORD24034,2024-07-30,Sunflower Oil 2L,Delhi,WH-JAI,77.0,434.61
ORD24035,2023-10-19,Biscuits 100g,Delhi,WH-DEL,112.209683727709,303.56
