OrderID,OrderDate,CustomerID,ProductID,SalesRepID,Quantity,UnitPrice,DiscountPercent,Region,Channel
SO003225,2025-09-18,CUST0385,SKU0023,EMP0020,22,372.55,2,East,General Trade
SO003226,2025-01-04,CUST0394,SKU0009,EMP0080,152,466.72,7,East,General Trade
SO003227,2025-07-09,CUST0152,SKU0061,EMP0018,173,564.97,10,East,Wholesale
SO003228,2025-08-21,CUST0471,SKU0068,EMP0094,98,69.82,3,South,Modern Trade
SO003229,2025-08-13,CUST0111,SKU0076,EMP0075,46,80.75,7,West,Wholesale
SO003230,2025-10-29,CUST0491,SKU0041,EMP0081,72,318.52,0,West,Wholesale
SO003231,2025-04-29,CUST0222,SKU0119,EMP0098,77,637.17,5,West,Modern Trade
SO003232,2025-06-24,CUST0495,SKU0117,EMP0065,13,793.39,7,East,General Trade
SO003233,2025-09-23,CUST0186,SKU0112,EMP0073,135,318.75,7,West,Modern Trade
SO003234,2025-09-18,CUST0492,SKU0072,EMP0053,110,689.78,3,North,Wholesale
SO003235,2025-06-15,CUST0221,SKU0096,EMP0085,99,142.94,3,West,General Trade
SO003236,2025-04-02,CUST0471,SKU0009,EMP0091,37,466.72,0,South,Modern Trade
SO003237,2025-04-18,CUST0452,SKU0066,EMP0042,111,310.06,7,North,Wholesale
SO003238,2025-05-23,CUST0408,SKU0108,EMP0080,148,43.0,7,East,General Trade
SO003239,2025-06-10,CUST0460,SKU0072,EMP0057,26,689.78,3,South,Modern Trade
SO003240,2025-05-26,CUST0198,SKU0119,EMP0025,43,637.17,0,East,General Trade
SO003241,2025-05-28,CUST0481,SKU0074,EMP0044,71,732.88,5,West,Modern Trade
SO003242,2025-08-13,CUST0101,SKU0115,EMP0090,58,461.21,2,West,General Trade
SO003243,2025-05-28,CUST0344,SKU0022,EMP0057,67,130.89,7,South,Wholesale
SO003244,2025-02-24,CUST0242,SKU0113,EMP0051,60,511.99,10,North,General Trade
SO003245,2025-05-23,CUST0204,SKU0027,EMP0037,37,189.91,0,North,Wholesale
SO003246,2025-04-16,CUST0162,SKU0006,EMP0029,142,150.46,7,West,General Trade
SO003247,2025-03-28,CUST0365,SKU0093,EMP0050,8,620.71,7,East,Wholesale
SO003248,2025-01-21,CUST0071,SKU0117,EMP0032,139,793.39,7,South,General Trade
SO003249,2025-04-10,CUST0470,SKU0102,EMP0043,2,68.1,5,West,Wholesale
SO003250,2025-01-14,CUST0071,SKU0014,EMP0089,95,652.35,2,South,General Trade
SO003251,2025-05-25,CUST0052,SKU0009,EMP0029,147,466.72,5,West,General Trade
SO003252,2025-08-16,CUST0236,SKU0014,EMP0020,134,652.35,2,East,Modern Trade
SO003253,2025-08-21,CUST0120,SKU0118,EMP0032,76,98.1,0,South,Modern Trade
SO003254,2025-12-28,CUST0470,SKU0107,EMP0075,31,59.5,5,West,Wholesale
SO003255,2025-08-10,CUST0148,SKU0039,EMP0080,127,123.1,3,East,Modern Trade
SO003256,2025-02-14,CUST0140,SKU0028,EMP0036,36,271.83,3,East,Wholesale
SO003257,2025-12-09,CUST0142,SKU0085,EMP0006,30,180.05,3,South,General Trade
SO003258,2025-02-10,CUST0098,SKU0112,EMP0097,191,318.75,2,North,General Trade
SO003259,2025-02-08,CUST0435,SKU0097,EMP0040,84,187.72,2,North,Wholesale
SO003260,2025-09-17,CUST0233,SKU0071,EMP0062,86,583.77,3,East,General Trade
SO003261,2025-08-21,CUST0369,SKU0093,EMP0018,162,620.71,10,East,General Trade
SO003262,2025-09-20,CUST0475,SKU0071,EMP0011,173,583.77,0,West,Wholesale
SO003263,2025-12-28,CUST0082,SKU0054,EMP0034,177,552.69,3,South,Modern Trade
SO003264,2025-01-20,CUST0115,SKU0023,EMP0028,111,372.55,0,North,Modern Trade
SO003265,2025-12-28,CUST0091,SKU0079,EMP0018,134,451.41,3,East,Modern Trade
SO003266,2025-04-08,CUST0002,SKU0007,EMP0095,143,234.39,10,South,Wholesale
SO003267,2025-11-17,CUST0427,SKU0048,EMP0083,10,754.2,10,West,Wholesale
SO003268,2025-11-18,CUST0339,SKU0007,EMP0023,3,234.39,2,West,General Trade
SO003269,2025-03-12,CUST0125,SKU0028,EMP0088,151,271.83,5,North,General Trade
SO003270,2025-04-23,CUST0179,SKU0098,EMP0062,173,213.61,2,East,General Trade
SO003271,2025-05-16,CUST0346,SKU0019,EMP0042,121,770.96,2,North,General Trade
SO003272,2025-09-06,CUST0161,SKU0040,EMP0058,48,648.65,10,South,Wholesale
SO003273,2025-09-12,CUST0189,SKU0046,EMP0065,73,265.31,2,East,General Trade
SO003274,2025-04-12,CUST0438,SKU0028,EMP0086,163,271.83,0,West,Wholesale
SO003275,2025-09-22,CUST0089,SKU0089,EMP0060,186,414.23,10,West,General Trade
SO003276,2025-04-20,CUST0357,SKU0093,EMP0079,1,620.71,5,North,Wholesale
SO003277,2025-02-04,CUST0449,SKU0098,EMP0037,126,213.61,7,North,General Trade
SO003278,2025-11-09,CUST0267,SKU0118,EMP0006,54,98.1,10,South,Modern Trade
SO003279,2025-04-02,CUST0402,SKU0030,EMP0036,10,97.67,5,East,Modern Trade
SO003280,2025-12-19,CUST0074,SKU0052,EMP0042,68,713.21,7,North,General Trade
SO003281,2025-07-14,CUST0479,SKU0006,EMP0011,162,150.46,7,West,Wholesale
SO003282,2025-05-01,CUST0075,SKU0033,EMP0067,164,702.05,3,West,Wholesale
SO003283,2025-09-05,CUST0415,SKU0022,EMP0055,136,130.89,10,West,Wholesale
SO003284,2025-04-03,CUST0205,SKU0026,EMP0058,77,538.03,2,South,Modern Trade
SO003285,2025-05-30,CUST0366,SKU0012,EMP0096,172,702.35,5,East,General Trade
SO003286,2025-09-08,CUST0021,SKU0075,EMP0028,162,213.65,5,North,Modern Trade
SO003287,2025-11-03,CUST0367,SKU0094,EMP0069,92,383.52,7,East,Modern Trade
SO003288,2025-09-04,CUST0391,SKU0081,EMP0089,76,481.52,0,South,Modern Trade
SO003289,2025-04-23,CUST0420,SKU0048,EMP0010,29,754.2,3,South,Modern Trade
SO003290,2025-08-03,CUST0455,SKU0016,EMP0016,115,66.3,3,South,Modern Trade
SO003291,2025-05-07,CUST0040,SKU0107,EMP0034,170,59.5,5,South,General Trade
SO003292,2025-03-01,CUST0130,SKU0091,EMP0082,46,223.57,5,South,Wholesale
SO003293,2025-06-13,CUST0267,SKU0030,EMP0021,170,97.67,0,South,Modern Trade
SO003294,2025-06-27,CUST0205,SKU0032,EMP0010,179,177.81,5,South,Modern Trade
SO003295,2025-12-27,CUST0411,SKU0056,EMP0055,33,330.42,5,West,Modern Trade
SO003296,2025-09-08,CUST0285,SKU0067,EMP0073,154,721.92,5,West,General Trade
SO003297,2025-12-18,CUST0482,SKU0032,EMP0050,61,177.81,0,East,General Trade
SO003298,2025-05-29,CUST0021,SKU0092,EMP0070,69,373.15,7,North,Modern Trade
SO003299,2025-04-21,CUST0356,SKU0016,EMP0062,105,66.3,0,East,Modern Trade
SO003300,2025-10-15,CUST0365,SKU0023,EMP0045,198,372.55,3,East,Wholesale
SO003301,2025-05-14,CUST0159,SKU0035,EMP0019,173,329.15,3,West,Wholesale
SO003302,2025-07-30,CUST0317,SKU0055,EMP0088,101,72.68,5,North,Modern Trade
SO003303,2025-08-06,CUST0247,SKU0029,EMP0083,103,461.59,3,West,Modern Trade
SO003304,2025-01-28,CUST0061,SKU0018,EMP0066,69,228.53,5,North,General Trade
SO003305,2025-04-23,CUST0126,SKU0016,EMP0062,87,66.3,10,East,Wholesale
SO003306,2025-01-24,CUST0468,SKU0075,EMP0076,79,213.65,5,West,General Trade
SO003307,2025-07-29,CUST0206,SKU0067,EMP0030,57,721.92,7,North,Modern Trade
SO003308,2025-03-27,CUST0259,SKU0087,EMP0002,138,738.59,2,East,General Trade
SO003309,2025-11-17,CUST0327,SKU0110,EMP0015,29,499.0,7,South,General Trade
SO003310,2025-11-09,CUST0307,SKU0077,EMP0008,85,194.08,2,South,Wholesale
SO003311,2025-11-06,CUST0015,SKU0043,EMP0097,139,293.93,0,North,General Trade
SO003312,2025-01-11,CUST0030,SKU0019,EMP0001,98,770.96,0,South,Modern Trade
SO003313,2025-12-27,CUST0092,SKU0105,EMP0044,86,174.25,3,West,General Trade
SO003314,2025-10-11,CUST0022,SKU0049,EMP0005,17,423.84,10,East,Wholesale
SO003315,2025-01-26,CUST0461,SKU0035,EMP0085,133,329.15,2,West,General Trade
SO003316,2025-07-05,CUST0167,SKU0024,EMP0035,138,604.85,2,North,Modern Trade
SO003317,2025-03-22,CUST0265,SKU0059,EMP0027,138,738.32,5,East,Wholesale
SO003318,2025-04-28,CUST0293,SKU0085,EMP0062,75,180.05,2,East,General Trade
SO003319,2025-07-11,CUST0207,SKU0098,EMP0068,85,213.61,5,North,Wholesale
SO003320,2025-04-21,CUST0323,SKU0041,EMP0054,142,318.52,10,East,Modern Trade
SO003321,2025-05-08,CUST0106,SKU0040,EMP0076,4,648.65,0,West,Modern Trade
SO003322,2025-01-11,CUST0065,SKU0010,EMP0066,194,661.64,7,North,Modern Trade
SO003323,2025-02-22,CUST0308,SKU0020,EMP0005,129,531.6,5,East,Wholesale
SO003324,2025-09-06,CUST0074,SKU0045,EMP0037,11,606.91,2,North,General Trade
SO003325,2025-05-25,CUST0288,SKU0010,EMP0051,78,661.64,0,North,General Trade
SO003326,2025-04-28,CUST0430,SKU0063,EMP0047,162,62.92,10,South,Wholesale
SO003327,2025-05-07,CUST0261,SKU0119,EMP0058,9,637.17,3,South,Modern Trade
SO003328,2025-03-05,CUST0380,SKU0055,EMP0065,97,72.68,10,East,Modern Trade
SO003329,2025-07-25,CUST0027,SKU0031,EMP0005,34,744.96,10,East,Modern Trade
SO003330,2025-05-19,CUST0090,SKU0042,EMP0008,22,433.8,0,South,General Trade
SO003331,2025-02-07,CUST0103,SKU0027,EMP0094,130,189.91,10,South,Wholesale
SO003332,2025-12-27,CUST0271,SKU0002,EMP0042,196,150.16,10,North,Modern Trade
SO003333,2025-08-01,CUST0313,SKU0012,EMP0003,6,702.35,0,East,Modern Trade
SO003334,2025-10-05,CUST0384,SKU0105,EMP0094,155,174.25,2,South,Wholesale
SO003335,2025-02-18,CUST0446,SKU0109,EMP0032,189,728.48,7,South,General Trade
SO003336,2025-07-20,CUST0415,SKU0068,EMP0007,50,69.82,7,West,Wholesale
SO003337,2025-06-09,CUST0302,SKU0078,EMP0060,83,704.05,5,West,Modern Trade
SO003338,2025-09-20,CUST0436,SKU0051,EMP0022,191,107.94,0,West,General Trade
SO003339,2025-06-04,CUST0217,SKU0055,EMP0071,71,72.68,5,West,Modern Trade
SO003340,2025-04-14,CUST0240,SKU0039,EMP0083,26,123.1,3,West,General Trade
SO003341,2025-12-02,CUST0115,SKU0109,EMP0097,148,728.48,5,North,Modern Trade
SO003342,2025-07-12,CUST0156,SKU0083,EMP0076,75,442.41,5,West,Wholesale
SO003343,2025-02-17,CUST0208,SKU0112,EMP0096,57,318.75,5,East,General Trade
SO003344,2025-10-15,CUST0042,SKU0049,EMP0037,72,423.84,5,North,General Trade
SO003345,2025-05-26,CUST0209,SKU0030,EMP0094,180,97.67,7,South,Wholesale
SO003346,2025-09-17,CUST0234,SKU0052,EMP0037,63,713.21,5,North,General Trade
SO003347,2025-01-09,CUST0059,SKU0074,EMP0058,128,732.88,10,South,Wholesale
SO003348,2025-07-21,CUST0351,SKU0102,EMP0058,96,68.1,7,South,General Trade
SO003349,2026-01-01,CUST0259,SKU0087,EMP0003,28,738.59,5,East,General Trade
SO003350,2025-04-25,CUST0495,SKU0118,EMP0049,148,98.1,0,East,General Trade
SO003351,2025-07-23,CUST0093,SKU0061,EMP0034,198,564.97,2,South,Wholesale
SO003352,2025-08-17,CUST0127,SKU0020,EMP0039,95,531.6,5,East,Modern Trade
SO003353,2025-10-16,CUST0130,SKU0047,EMP0034,28,451.65,10,South,Wholesale
SO003354,2025-06-09,CUST0116,SKU0009,EMP0050,86,466.72,2,East,General Trade
SO003355,2025-11-19,CUST0487,SKU0081,EMP0052,22,481.52,0,West,General Trade
SO003356,2025-10-15,CUST0275,SKU0110,EMP0015,44,499.0,2,South,General Trade
SO003357,2025-09-08,CUST0414,SKU0049,EMP0081,152,423.84,2,West,Modern Trade
SO003358,2025-02-12,CUST0266,SKU0078,EMP0013,37,704.05,5,East,General Trade
SO003359,2025-11-12,CUST0202,SKU0068,EMP0071,122,69.82,7,West,Modern Trade
SO003360,2025-10-18,CUST0482,SKU0118,EMP0072,195,98.1,2,East,General Trade
SO003361,2025-01-31,CUST0425,SKU0032,EMP0093,197,177.81,5,North,Wholesale
SO003362,2025-05-10,CUST0311,SKU0072,EMP0074,106,689.78,3,West,Modern Trade
SO003363,2025-06-22,CUST0270,SKU0103,EMP0035,39,662.47,0,North,Wholesale
SO003364,2025-06-14,CUST0422,SKU0076,EMP0064,177,80.75,7,West,Wholesale
SO003365,2025-11-03,CUST0450,SKU0061,EMP0081,105,564.97,0,West,General Trade
SO003366,2025-05-18,CUST0480,SKU0003,EMP0088,177,371.78,2,North,General Trade
SO003367,2025-10-15,CUST0144,SKU0005,EMP0009,126,406.08,7,North,General Trade
SO003368,2025-09-13,CUST0271,SKU0067,EMP0048,81,721.92,10,North,Modern Trade
SO003369,2025-05-01,CUST0294,SKU0002,EMP0072,83,150.16,5,East,General Trade
SO003370,2025-12-29,CUST0240,SKU0081,EMP0056,124,481.52,7,West,General Trade
SO003371,2025-10-12,CUST0235,SKU0049,EMP0077,190,423.84,10,South,Modern Trade
SO003372,2025-02-11,CUST0013,SKU0102,EMP0016,27,68.1,5,South,Wholesale
SO003373,2025-12-25,CUST0200,SKU0072,EMP0055,20,689.78,5,West,General Trade
SO003374,2025-03-07,CUST0098,SKU0039,EMP0048,194,123.1,0,North,General Trade
SO003375,2025-03-24,CUST0155,SKU0072,EMP0028,134,689.78,10,North,General Trade
SO003376,2025-03-04,CUST0024,SKU0020,EMP0028,43,531.6,2,North,Wholesale
SO003377,2025-08-13,CUST0396,SKU0031,EMP0029,30,744.96,0,West,General Trade
SO003378,2025-08-06,CUST0178,SKU0010,EMP0041,127,661.64,2,North,Modern Trade
SO003379,2025-11-17,CUST0307,SKU0066,EMP0010,135,310.06,5,South,Wholesale
SO003380,2025-03-13,CUST0201,SKU0112,EMP0081,192,318.75,7,West,General Trade
SO003381,2025-08-03,CUST0419,SKU0023,EMP0083,103,372.55,0,West,Modern Trade
SO003382,2025-06-01,CUST0497,SKU0081,EMP0099,31,481.52,5,East,Modern Trade
SO003383,2025-05-31,CUST0039,SKU0001,EMP0004,185,399.6,10,North,General Trade
SO003384,2025-05-19,CUST0298,SKU0064,EMP0021,134,29.88,3,South,General Trade
SO003385,2025-11-11,CUST0214,SKU0021,EMP0051,96,574.89,7,North,Modern Trade
SO003386,2025-11-29,CUST0130,SKU0100,EMP0082,43,686.59,2,South,Wholesale
SO003387,2025-05-29,CUST0433,SKU0070,EMP0069,134,306.8,10,East,Modern Trade
SO003388,2025-04-15,CUST0022,SKU0080,EMP0080,158,631.92,10,East,Wholesale
SO003389,2025-07-10,CUST0414,SKU0056,EMP0055,133,330.42,7,West,Modern Trade
SO003390,2025-05-09,CUST0420,SKU0046,EMP0091,121,265.31,5,South,Modern Trade
SO003391,2025-04-18,CUST0112,SKU0117,EMP0077,85,793.39,10,South,Modern Trade
SO003392,2025-03-11,CUST0164,SKU0107,EMP0007,43,59.5,7,West,Modern Trade
SO003393,2025-08-31,CUST0166,SKU0006,EMP0051,3,150.46,3,North,Modern Trade
SO003394,2025-08-02,CUST0132,SKU0005,EMP0092,46,406.08,2,South,Modern Trade
SO003395,2025-08-29,CUST0357,SKU0090,EMP0037,18,462.9,0,North,Wholesale
SO003396,2025-06-09,CUST0289,SKU0106,EMP0075,180,680.87,2,West,General Trade
SO003397,2025-04-13,CUST0120,SKU0031,EMP0058,178,744.96,0,South,Modern Trade
SO003398,2025-10-03,CUST0119,SKU0003,EMP0031,118,371.78,3,East,Modern Trade
SO003399,2025-02-18,CUST0373,SKU0034,EMP0066,16,84.29,7,North,Wholesale
SO003400,2025-08-28,CUST0450,SKU0108,EMP0052,153,43.0,2,West,General Trade
SO003401,2025-02-04,CUST0013,SKU0085,EMP0047,90,180.05,10,South,Wholesale
SO003402,2025-10-14,CUST0010,SKU0031,EMP0028,58,744.96,3,North,General Trade
SO003403,2025-11-18,CUST0277,SKU0101,EMP0085,4,380.39,2,West,General Trade
SO003404,2025-05-21,CUST0319,SKU0013,EMP0021,73,657.05,5,South,Wholesale
SO003405,2025-10-27,CUST0362,SKU0008,EMP0030,187,599.16,3,North,Wholesale
SO003406,2025-07-08,CUST0382,SKU0075,EMP0054,160,213.65,5,East,General Trade
SO003407,2025-05-11,CUST0145,SKU0104,EMP0026,144,477.17,7,South,Modern Trade
SO003408,2025-11-25,CUST0348,SKU0091,EMP0012,169,223.57,2,South,Modern Trade
SO003409,2025-02-09,CUST0432,SKU0034,EMP0086,152,84.29,2,West,Wholesale
SO003410,2025-02-22,CUST0051,SKU0088,EMP0020,188,718.55,2,East,Modern Trade
SO003411,2025-05-24,CUST0462,SKU0065,EMP0041,46,763.35,3,North,Wholesale
SO003412,2025-10-16,CUST0464,SKU0019,EMP0058,27,770.96,2,South,Wholesale
SO003413,2025-09-25,CUST0136,SKU0079,EMP0063,151,451.41,10,North,General Trade
SO003414,2025-07-16,CUST0258,SKU0047,EMP0005,85,451.65,7,East,Modern Trade
SO003415,2025-10-31,CUST0490,SKU0023,EMP0094,155,372.55,3,South,Modern Trade
SO003416,2025-11-12,CUST0316,SKU0040,EMP0046,172,648.65,5,North,Wholesale
SO003417,2025-04-18,CUST0314,SKU0038,EMP0098,44,26.29,0,West,Modern Trade
SO003418,2025-04-29,CUST0070,SKU0055,EMP0021,56,72.68,0,South,General Trade
SO003419,2025-11-11,CUST0043,SKU0005,EMP0024,38,406.08,2,South,General Trade
SO003420,2025-03-26,CUST0432,SKU0072,EMP0067,122,689.78,0,West,Wholesale
SO003421,2025-06-15,CUST0260,SKU0068,EMP0076,20,69.82,0,West,Modern Trade
SO003422,2025-03-12,CUST0271,SKU0031,EMP0079,131,744.96,5,North,Modern Trade
SO003423,2025-08-06,CUST0492,SKU0010,EMP0078,171,661.64,5,North,Wholesale
SO003424,2025-06-17,CUST0047,SKU0017,EMP0004,78,151.33,7,North,Wholesale
SO003425,2025-03-02,CUST0468,SKU0002,EMP0064,62,150.16,7,West,General Trade
SO003426,2025-07-21,CUST0134,SKU0085,EMP0088,97,180.05,5,North,General Trade
SO003427,2025-12-28,CUST0467,SKU0035,EMP0027,122,329.15,3,East,Modern Trade
SO003428,2025-06-09,CUST0305,SKU0069,EMP0026,134,375.05,3,South,Modern Trade
SO003429,2025-09-29,CUST0114,SKU0026,EMP0088,21,538.03,7,North,Wholesale
SO003430,2025-04-20,CUST0120,SKU0075,EMP0012,43,213.65,10,South,Modern Trade
SO003431,2025-05-23,CUST0180,SKU0119,EMP0008,183,637.17,2,South,General Trade
SO003432,2025-08-12,CUST0331,SKU0073,EMP0047,144,318.72,5,South,Wholesale
SO003433,2025-09-08,CUST0227,SKU0089,EMP0017,178,414.23,3,East,Wholesale
SO003434,2025-12-17,CUST0307,SKU0039,EMP0082,31,123.1,7,South,Wholesale
SO003435,2025-08-11,CUST0133,SKU0051,EMP0097,167,107.94,3,North,General Trade
SO003436,2025-04-02,CUST0089,SKU0064,EMP0052,7,29.88,3,West,General Trade
SO003437,2025-08-27,CUST0110,SKU0005,EMP0047,198,406.08,10,South,Modern Trade
SO003438,2025-06-27,CUST0372,SKU0094,EMP0048,187,383.52,5,North,Wholesale
SO003439,2025-04-20,CUST0254,SKU0057,EMP0078,158,344.04,7,North,General Trade
SO003440,2025-04-08,CUST0480,SKU0084,EMP0030,98,21.14,3,North,General Trade
SO003441,2025-04-02,CUST0322,SKU0047,EMP0082,192,451.65,0,South,General Trade
SO003442,2025-04-11,CUST0104,SKU0065,EMP0066,114,763.35,3,North,General Trade
SO003443,2025-09-27,CUST0298,SKU0070,EMP0094,50,306.8,0,South,General Trade
SO003444,2025-10-28,CUST0122,SKU0036,EMP0014,80,531.28,3,East,Modern Trade
SO003445,2025-02-18,CUST0400,SKU0119,EMP0001,95,637.17,3,South,Wholesale
SO003446,2025-09-15,CUST0209,SKU0106,EMP0058,4,680.87,7,South,Wholesale
SO003447,2025-05-20,CUST0475,SKU0075,EMP0086,9,213.65,10,West,Wholesale
SO003448,2025-05-21,CUST0017,SKU0068,EMP0081,165,69.82,5,West,Wholesale
SO003449,2025-07-23,CUST0196,SKU0065,EMP0013,12,763.35,10,East,General Trade
SO003450,2025-12-27,CUST0354,SKU0004,EMP0027,65,126.5,3,East,General Trade
SO003451,2025-11-17,CUST0098,SKU0109,EMP0088,15,728.48,7,North,General Trade
SO003452,2025-01-16,CUST0487,SKU0087,EMP0011,184,738.59,5,West,General Trade
SO003453,2025-11-08,CUST0255,SKU0087,EMP0087,162,738.59,5,West,Wholesale
SO003454,2025-09-09,CUST0484,SKU0118,EMP0094,45,98.1,5,South,Modern Trade
SO003455,2025-11-28,CUST0110,SKU0053,EMP0024,193,321.73,7,South,Modern Trade
SO003456,2025-02-23,CUST0457,SKU0028,EMP0035,10,271.83,3,North,Modern Trade
SO003457,2025-01-15,CUST0371,SKU0107,EMP0006,157,59.5,10,South,Wholesale
SO003458,2025-03-20,CUST0181,SKU0068,EMP0091,181,69.82,10,South,General Trade
SO003459,2025-04-01,CUST0483,SKU0113,EMP0056,34,511.99,0,West,Modern Trade
SO003460,2025-08-03,CUST0162,SKU0041,EMP0084,31,318.52,0,West,General Trade
SO003461,2025-08-16,CUST0441,SKU0076,EMP0009,164,80.75,10,North,Wholesale
SO003462,2025-02-01,CUST0488,SKU0092,EMP0054,81,373.15,0,East,General Trade
SO003463,2025-10-06,CUST0427,SKU0079,EMP0085,72,451.41,2,West,Wholesale
SO003464,2025-12-02,CUST0372,SKU0095,EMP0100,158,181.96,10,North,Wholesale
SO003465,2025-01-09,CUST0284,SKU0033,EMP0019,86,702.05,10,West,General Trade
SO003466,2025-06-12,CUST0381,SKU0113,EMP0047,182,511.99,2,South,Wholesale
SO003467,2025-10-28,CUST0028,SKU0026,EMP0047,185,538.03,3,South,General Trade
SO003468,2025-09-22,CUST0485,SKU0104,EMP0090,4,477.17,10,West,General Trade
SO003469,2025-07-26,CUST0436,SKU0097,EMP0044,107,187.72,10,West,General Trade
SO003470,2025-12-09,CUST0396,SKU0012,EMP0056,16,702.35,0,West,General Trade
SO003471,2025-04-09,CUST0226,SKU0101,EMP0039,195,380.39,7,East,General Trade
SO003472,2025-03-17,CUST0299,SKU0041,EMP0029,187,318.52,3,West,Wholesale
SO003473,2025-02-12,CUST0080,SKU0082,EMP0026,45,640.86,5,South,Modern Trade
SO003474,2025-01-23,CUST0243,SKU0088,EMP0039,71,718.55,7,East,Modern Trade
SO003475,2025-04-12,CUST0009,SKU0087,EMP0041,177,738.59,7,North,Wholesale
SO003476,2025-07-29,CUST0005,SKU0035,EMP0056,45,329.15,10,West,Wholesale
SO003477,2025-01-02,CUST0065,SKU0053,EMP0040,80,321.73,3,North,Modern Trade
SO003478,2025-10-15,CUST0031,SKU0001,EMP0094,90,399.6,0,South,Wholesale
SO003479,2025-06-24,CUST0299,SKU0096,EMP0044,120,142.94,7,West,Wholesale
SO003480,2025-12-23,CUST0358,SKU0049,EMP0033,23,423.84,7,North,Wholesale
SO003481,2025-08-26,CUST0446,SKU0034,EMP0026,23,84.29,0,South,General Trade
SO003482,2025-02-16,CUST0137,SKU0053,EMP0024,47,321.73,10,South,General Trade
SO003483,2025-02-14,CUST0252,SKU0106,EMP0034,48,680.87,3,South,Modern Trade
SO003484,2025-10-30,CUST0186,SKU0018,EMP0056,161,228.53,0,West,Modern Trade
SO003485,2025-03-28,CUST0479,SKU0088,EMP0086,3,718.55,2,West,Wholesale
SO003486,2025-11-23,CUST0277,SKU0047,EMP0019,96,451.65,5,West,General Trade
SO003487,2025-02-11,CUST0326,SKU0084,EMP0029,186,21.14,2,West,Modern Trade
SO003488,2025-06-07,CUST0116,SKU0037,EMP0059,175,80.79,10,East,General Trade
SO003489,2025-04-08,CUST0453,SKU0013,EMP0074,192,657.05,10,West,General Trade
SO003490,2025-03-09,CUST0247,SKU0061,EMP0090,80,564.97,0,West,Modern Trade
SO003491,2025-07-14,CUST0067,SKU0024,EMP0047,181,604.85,3,South,General Trade
SO003492,2025-04-02,CUST0382,SKU0081,EMP0062,72,481.52,2,East,General Trade
SO003493,2025-10-17,CUST0137,SKU0083,EMP0015,81,442.41,5,South,General Trade
SO003494,2025-04-26,CUST0156,SKU0081,EMP0087,49,481.52,3,West,Wholesale
SO003495,2025-04-13,CUST0465,SKU0082,EMP0096,46,640.86,3,East,Modern Trade
SO003496,2025-05-13,CUST0377,SKU0035,EMP0032,179,329.15,5,South,Wholesale
SO003497,2025-05-16,CUST0119,SKU0064,EMP0054,24,29.88,5,East,Modern Trade
SO003498,2025-07-01,CUST0103,SKU0088,EMP0091,149,718.55,3,South,Wholesale
SO003499,2025-06-28,CUST0067,SKU0009,EMP0095,198,466.72,10,South,General Trade
SO003500,2025-09-25,CUST0137,SKU0118,EMP0006,116,98.1,10,South,General Trade
SO003501,2025-12-18,CUST0098,SKU0029,EMP0042,44,461.59,0,North,General Trade
SO003502,2025-10-27,CUST0087,SKU0060,EMP0087,99,324.77,2,West,Modern Trade
SO003503,2025-10-03,CUST0251,SKU0005,EMP0008,146,406.08,2,South,General Trade
SO003504,2025-12-26,CUST0061,SKU0016,EMP0100,112,66.3,3,North,General Trade
SO003505,2025-11-27,CUST0272,SKU0024,EMP0052,175,604.85,3,West,General Trade
SO003506,2025-04-17,CUST0458,SKU0031,EMP0025,88,744.96,10,East,Modern Trade
SO003507,2025-09-15,CUST0050,SKU0070,EMP0034,142,306.8,10,South,Wholesale
SO003508,2025-05-18,CUST0227,SKU0017,EMP0059,24,151.33,7,East,Wholesale
SO003509,2025-04-18,CUST0295,SKU0019,EMP0079,67,770.96,2,North,Modern Trade
SO003510,2025-08-28,CUST0229,SKU0062,EMP0047,67,87.25,0,South,General Trade
SO003511,2025-03-01,CUST0458,SKU0114,EMP0005,133,576.43,10,East,Modern Trade
SO003512,2025-11-20,CUST0414,SKU0102,EMP0056,48,68.1,5,West,Modern Trade
SO003513,2025-03-13,CUST0058,SKU0070,EMP0033,120,306.8,7,North,Wholesale
SO003514,2025-06-15,CUST0438,SKU0104,EMP0081,96,477.17,7,West,Wholesale
SO003515,2025-07-13,CUST0086,SKU0054,EMP0006,169,552.69,7,South,General Trade
SO003516,2025-01-18,CUST0112,SKU0109,EMP0026,83,728.48,10,South,Modern Trade
SO003517,2025-02-23,CUST0433,SKU0051,EMP0025,162,107.94,3,East,Modern Trade
SO003518,2025-01-05,CUST0287,SKU0020,EMP0053,41,531.6,5,North,Modern Trade
SO003519,2025-09-01,CUST0377,SKU0102,EMP0021,86,68.1,3,South,Wholesale
SO003520,2025-11-28,CUST0006,SKU0109,EMP0017,26,728.48,2,East,Modern Trade
SO003521,2025-07-03,CUST0418,SKU0017,EMP0014,79,151.33,2,East,Wholesale
SO003522,2025-08-28,CUST0448,SKU0115,EMP0083,140,461.21,2,West,Modern Trade
SO003523,2025-01-12,CUST0494,SKU0048,EMP0100,113,754.2,7,North,Wholesale
SO003524,2025-08-22,CUST0167,SKU0091,EMP0068,152,223.57,7,North,Modern Trade
SO003525,2025-12-22,CUST0388,SKU0047,EMP0061,112,451.65,10,East,Wholesale
SO003526,2025-07-24,CUST0125,SKU0051,EMP0035,122,107.94,2,North,General Trade
SO003527,2025-05-10,CUST0012,SKU0107,EMP0024,186,59.5,3,South,Modern Trade
